"id","pin","address","managing_organization","property_status","date_of_acquisition","date_of_disposition","sales_status","sale_offering_status","sale_offering_reason","sq_ft","square_footage_city_estimate","land_value","ward","community_area_number","community_area_name","zoning_classification","zip_code","last_update","application_use","grouped_parcels","application_deadline","offer_round","application_url","x_coordinate","y_coordinate","latitude","longitude","location"
"35205","17-34-300-026-0000","3534 S WABASH AVE","AIS","Owned by City",,,,,,"0.0",,,"3","35","DOUGLAS","PD 627","0","03/14/2024",,,,,,"1177171.60474177","1881523.81023989","41.83023800809985","-87.62545449199374","
,  
(41.83023800809985, -87.62545449199374)"
"34399","20-17-431-016-0000",,"Obsolete PIN","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22713","25-24-429-038-0000",,"Park District","Leased","2002-05-08T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"23547","25-02-304-030-0000","9122 S GREENWOOD AVE","None","Sold","2002-04-04T00:00:00.000","2005-02-14T00:00:00.000",,,,"3119.0",,,"8","47","BURNSIDE","RS-3","60619","03/14/2024",,,,,,"1185049.22825467","1844591.39517535","41.72871048168275","-87.59771091592648","
,  
(41.72871048168275, -87.59771091592648)"
"22220","25-24-421-032-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"62311","17-35-104-013-0000","3903 S LAKE PARK AVE","DOH","Sold",,"2019-10-31T00:00:00.000",,,,"0.0",,,"4","36","OAKLAND","RM-5","60653","03/14/2024",,,,,,"1183235.14973553","1879668.67766587","41.82500813748107","-87.60326534753197","
,  
(41.82500813748107, -87.60326534753197)"
"11455","16-13-101-017-0000","35 S ALBANY AVE","DPD - Large Lots","Sold",,"2018-03-19T00:00:00.000",,,,"0.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1155992.09993566","1899476.90988034","41.879955932307176","-87.7026789064575","
,  
(41.879955932307176, -87.7026789064575)"
"10988","16-12-416-012-0000","2545 W LAKE ST","DPD - Business Development","Owned by City",,,"None","CBB 2022-2023 not offered due to:","Prior sale in progress","0.0",,,"27","28","NEAR WEST SIDE","PMD-4","60612","03/14/2024",,,,,,"1159093.56339163","1901214.33413911","41.88466048091042","-87.69124297046243","
,  
(41.88466048091042, -87.69124297046243)"
"22624","25-25-212-020-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"19886","20-29-119-052-0000","7236 S RACINE AVE","None","Sold",,,,,,"0.0",,,"17","67","WEST ENGLEWOOD","B1-1","60636","03/14/2024",,,,,,"1169480.92006553","1856641.14999593","41.76212761657215","-87.65439268247118","
,  
(41.76212761657215, -87.65439268247118)"
"10177","16-22-110-017-0000","1449 S KENNETH AVE","DPD - Large Lots","Sold",,"2018-03-20T00:00:00.000",,,,"0.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1147054.43537438","1892482.81968343","41.86093883766472","-87.73567595506105","
,  
(41.86093883766472, -87.73567595506105)"
"24080","25-24-209-022-0000",,"Park District","Leased","2002-01-17T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"63104","25-19-200-001-0000","11047 S ESMOND ST","AIS","Owned by City",,,,,,"0.0",,,"19","75","MORGAN PARK","PD 827","0","03/14/2024",,,,,,"1166129.85155728","1831227.61901495","41.692460919888134","-87.66739538840004","
,  
(41.692460919888134, -87.66739538840004)"
"58583","16-10-421-038-0000","131 N KEYSTONE AVE","AIS","Owned by City","1982-03-25T00:00:00.000",,,,,"0.0",,,"28","26","WEST GARFIELD PARK","RT-4","0","03/14/2024",,,,,,"1149391.64010934","1900562.46323201","41.88306534821389","-87.72688696157164","
,  
(41.88306534821389, -87.72688696157164)"
"22833","25-24-431-013-0000",,"Park District","Leased","2007-10-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22159","25-25-207-009-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24186","25-24-215-045-0000",,"Park District","Leased","2001-09-24T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"12725","17-09-339-015-0000","652 W MADISON ST","None","Sold",,,,,,"8022.0",,,"34","28","NEAR WEST SIDE","PD 233","60661","03/14/2024",,,,,,"1171769.54853327","1900471.20679481","41.882351596528004","-87.6447170876011","
,  
(41.882351596528004, -87.6447170876011)"
"21430","20-21-216-015-0000","6651 S YALE AVE","DPD - Large Lots","Sold",,,,,,"0.0",,,"6","68","ENGLEWOOD","RT-4","60621","03/14/2024",,,,,,"1175712.13654112","1860600.7192981","41.77285589408647","-87.6314361389513","
,  
(41.77285589408647, -87.6314361389513)"
"23972","25-24-207-033-0000",,"Park District","Leased","2001-05-17T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22879","26-05-101-032-0000","8738 S MACKINAW AVE","None","Sold","2002-10-18T00:00:00.000","2005-04-21T00:00:00.000",,,,"3527.0",,,"10","46","SOUTH CHICAGO","RS-2","60617","03/14/2024",,,,,,"1199835.10067552","1847480.92486513","41.73628005161834","-87.54345093058399","
,  
(41.73628005161834, -87.54345093058399)"
"15261","20-03-416-014-0000","4537 S VINCENNES AVE","None","Sold","1995-05-12T00:00:00.000","2002-02-15T00:00:00.000",,,,"1988.0",,,"3","38","GRAND BOULEVARD","RM-5","60653","03/14/2024",,,,,,"1180474.00890058","1874897.33745887","41.811979144158514","-87.61354171253663","
,  
(41.811979144158514, -87.61354171253663)"
"13871","16-23-111-024-0000","3708 W DOUGLAS BLVD","None","Sold","2001-10-03T00:00:00.000","2007-07-01T00:00:00.000",,,,"3737.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1151802.03993782","1893321.3798092","41.863147931427946","-87.71822633312432","
,  
(41.863147931427946, -87.71822633312432)"
"16806","20-16-407-012-0000","313 W 60TH ST","DPD - Large Lots","Sold",,,,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1175087.1088678","1865071.4569886","41.785138061910665","-87.63359395822917","
,  
(41.785138061910665, -87.63359395822917)"
"22978","25-25-200-020-0000",,"DPD - Open Space","Owned by City","2001-09-20T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17179","20-17-414-029-0000","6020 S GREEN ST","None","Sold",,,,,,"0.0",,,"16","68","ENGLEWOOD","PD 1206","60621","03/14/2024",,,,,,"1171576.07023842","1864847.47994906","41.78460113150074","-87.64647348728576","
,  
(41.78460113150074, -87.64647348728576)"
"18360","20-15-112-013-0000","5655 S CALUMET AVE","DPD - Large Lots","Sold",,,,,,"3948.0",,,"20","40","WASHINGTON PARK","RM-5","60637","03/14/2024",,,,,,"1179582.56013161","1867386.31006663","41.79138866314702","-87.61704107716932","
,  
(41.79138866314702, -87.61704107716932)"
"11051","16-13-119-007-0000","3045 W JACKSON BLVD","None","Sold",,,,,,"2413.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1155952.299875","1898441.80987501","41.877116316740015","-87.70285296835601","
,  
(41.877116316740015, -87.70285296835601)"
"19561","20-28-314-005-0000","7719 S HALSTED ST","None","Sold","1998-12-10T00:00:00.000","2005-06-24T00:00:00.000",,,,"4998.0",,,"17","71","AUBURN GRESHAM","B1-2","60620","03/14/2024",,,,,,"1172399.48193851","1853547.81501025","41.75357540740536","-87.6437866759952","
,  
(41.75357540740536, -87.6437866759952)"
"13253","17-04-446-008-0000","228 W CHICAGO AVE","None","Sold","1982-04-07T00:00:00.000","1988-01-13T00:00:00.000",,,,"2000.0",,,"27","08","NEAR NORTH SIDE","C1-5","60654","03/14/2024",,,,,,"1174267.399875","1905776.06000001","41.89685305246321","-87.6353865943403","
,  
(41.89685305246321, -87.6353865943403)"
"34571","25-34-409-008-0000","931 E 134TH PL","DPD - Open Space","Owned by City","2005-07-19T00:00:00.000",,"Interest","CBB 2022-2023 not offered due to:","Further Environmental Review Needed","0.0",,,,,,,"60827","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24577","21-32-201-001-0000","8301 S BURLEY AVE","None","Sold","1992-11-18T00:00:00.000","2004-02-18T00:00:00.000",,,,"2974.0",,,"10","46","SOUTH CHICAGO","RT-4","60617","03/14/2024",,,,,,"1199350.22752072","1850514.32703762","41.74461612524709","-87.54512550774479","
,  
(41.74461612524709, -87.54512550774479)"
"22438","26-06-218-044-0000","8952 S BALTIMORE AVE","None","Sold","2002-05-31T00:00:00.000","2015-06-09T00:00:00.000",,,,"5540.0",,,"10","46","SOUTH CHICAGO","RT-4","60617","03/14/2024",,,,,,"1198374.25928699","1845950.67501575","41.732117593506544","-87.54885392275082","
,  
(41.732117593506544, -87.54885392275082)"
"7530","13-12-400-017-0000","2543 W FOSTER AVE","CDOT","Owned by City",,,,,,"0.0",,,"40","04","LINCOLN SQUARE","RS-3","60625","03/14/2024",,,,,,"1158069.24820211","1934334.28257184","41.97556493862062","-87.69409765729138","
,  
(41.97556493862062, -87.69409765729138)"
"8233","16-01-400-029-0000","2738 W HADDON AVE","None","Sold",,,,,,"0.0",,,"36","24","WEST TOWN","RS-3","60622","03/14/2024",,,,,,"1157765.86041559","1907616.44485272","41.90225560122636","-87.69594385048423","
,  
(41.90225560122636, -87.69594385048423)"
"7841","13-36-431-032-0000","1624 N ARTESIAN AVE","None","Sold","1975-04-09T00:00:00.000","2005-08-22T00:00:00.000",,,,"3006.0",,,"1","24","WEST TOWN","RS-3","60647","03/14/2024",,,,,,"1159683.4848105","1910857.05031507","41.91110876563953","-87.6888106793151","
,  
(41.91110876563953, -87.6888106793151)"
"15433","17-29-202-006-0000","2300 S HALSTED ST","None","Sold","2005-11-01T00:00:00.000","2012-05-21T00:00:00.000",,,,"2682.0",,,"25","31","LOWER WEST SIDE","PMD 11","60608","03/14/2024",,,,,,"1171352.9824011107","1888963.694977974","41.85078328657024","-87.64658474711642","
,  
(41.85078328657024, -87.64658474711642)"
"35303","16-24-102-018-0000",,"None","Sold",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22271","25-25-208-002-0000",,"DPD - Open Space","Owned by City","2001-10-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"33899","17-21-405-009-0000","22 W 18TH ST","AIS","Owned by City",,,,,,"0.0",,,"3","33","NEAR SOUTH SIDE","PD 676","0","03/14/2024",,,,,,"1176341.3247475","1891645.68677162","41.85803192919149","-87.6281958663485","
,  
(41.85803192919149, -87.6281958663485)"
"15973","17-32-300-033-0000","3606 S LOOMIS PL","DPD - Real Estate","Sold",,"2017-03-24T00:00:00.000",,,,"0.0",,"165000.0","11","59","MCKINLEY PARK","PMD 8","0","03/14/2024",,,,,,"1167383.200163216","1880749.0056570068","41.82832758446404","-87.66139044763916","
,  
(41.82832758446404, -87.66139044763916)"
"22128","25-24-421-012-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"16443","20-17-314-011-0000","6027 S THROOP ST","DPD - Large Lots","Sold",,"2017-12-05T00:00:00.000",,,,"0.0",,,"16","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1168787.41983098","1864688.44006378","41.784225381918624","-87.65670239896696","
,  
(41.784225381918624, -87.65670239896696)"
"58849","19-14-429-023-0000","3442 W 63RD ST","AIS","Owned by City","2006-12-21T00:00:00.000",,,,,"0.0",,,"14","66","CHICAGO LAWN","PD 832","60629","03/14/2024",,,,,,"1154342.33576314","1862729.23433815","41.77914875321871","-87.70971615893438","
,  
(41.77914875321871, -87.70971615893438)"
"20386","20-23-107-018-0000","6320 S UNIVERSITY AVE","None","Sold",,"2016-06-01T00:00:00.000",,,,"0.0",,,"20","42","WOODLAWN","PD 1287","00000","03/14/2024",,,,,,"1184892.60702112","1863165.88408495","41.779684402974695","-87.59770285412445","
,  
(41.779684402974695, -87.59770285412445)"
"24175","25-24-215-034-0000",,"Park District","Leased","2001-07-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"23005","25-25-214-035-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"12261","17-07-331-033-0000","2046 W MADISON ST","None","Sold",,,,,,"3720.0",,,"27","28","NEAR WEST SIDE","B1-3","60612","03/14/2024",,,,,,"1162482.92441295","1900106.08789982","41.88154909477625","-87.67882779481634","
,  
(41.88154909477625, -87.67882779481634)"
"20037","20-23-401-003-0000","6722 S DORCHESTER AVE","None","Sold",,,,,,"3311.0",,,"5","43","SOUTH SHORE","RM-5","60637","03/14/2024",,,,,,"1186598.8108162","1860528.89093297","41.77240804539715","-87.59153117011144","
,  
(41.77240804539715, -87.59153117011144)"
"35443","17-27-404-019-0000","2716 S ELLIS AVE","AIS","Owned by City",,,,,,"0.0",,,"4","35","DOUGLAS","PD 1509","0","03/14/2024",,,,,,"1180231.94704507","1886474.04225793","41.84375204249592","-87.61407407132758","
,  
(41.84375204249592, -87.61407407132758)"
"9781","16-14-221-010-0000","3340 W VAN BUREN ST","DPD - Real Estate","Sold","1988-01-29T00:00:00.000","2017-06-22T00:00:00.000",,,,"0.0",,"10000.0","28","27","EAST GARFIELD PARK","RM-5","60624","03/14/2024",,,,,,"1153985.25959227","1897906.96246682","41.87568806325027","-87.71008966546427","
,  
(41.87568806325027, -87.71008966546427)"
"20688","20-21-103-004-0000","500 W 63RD PL","None","Sold",,"2014-10-31T00:00:00.000",,,,"0.0",,,"20","68","ENGLEWOOD","PD 280","60621","03/14/2024",,,,,,"1174018.0876345998","1862945.2172672923","41.77932723302028","-87.63757652044315","
,  
(41.77932723302028, -87.63757652044315)"
"13173","17-04-400-011-0000","1129 N FELTON CT","None","Sold","1997-12-17T00:00:00.000","1999-12-16T00:00:00.000",,,,"0.0",,,"27","08","NEAR NORTH SIDE","POS-1","0","03/14/2024",,,,,,"1173517.91488933","1907997.94508625","41.90296672273934","-87.6380731720674","
,  
(41.90296672273934, -87.6380731720674)"
"24198","25-24-216-005-0000",,"Park District","Leased","2001-07-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"12017","17-07-327-005-0000","2045 W WASHINGTON BLVD","AIS","Owned by City",,,,,,"0.0",,,"27","28","NEAR WEST SIDE","B3-1","60612","03/14/2024",,,,,,"1162660.6054394","1900905.92883788","41.88374020587632","-87.6781529348211","
,  
(41.88374020587632, -87.6781529348211)"
"15729","17-34-322-007-0000","3753 S WABASH AVE","None","Sold",,,,,,"0.0",,,"3","35","DOUGLAS","RM-5","60653","03/14/2024",,,,,,"1177474.24022086","1879959.73524017","41.825939212315134","-87.62439148254334","
,  
(41.825939212315134, -87.62439148254334)"
"23979","25-24-207-053-0000",,"Park District","Leased","2005-01-27T00:00:00.000",,,,,"21875.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17704","20-16-306-004-0000","5911 S EGGLESTON AVE","None","Sold",,"2013-11-25T00:00:00.000",,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1174399.12984015","1865667.43992227","41.78678883946313","-87.63609865983048","
,  
(41.78678883946313, -87.63609865983048)"
"24396","25-24-214-027-0000",,"Park District","Leased","2001-10-10T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24818","25-12-419-027-0000","10008 S TORRENCE AVE","None","Sold","1988-10-14T00:00:00.000","2003-03-06T00:00:00.000",,,,"4688.0",,,"7","51","SOUTH DEERING","C1-1","60617","03/14/2024",,,,,,"1195361.22335251","1839046.29015102","41.71324616300412","-87.56011888021986","
,  
(41.71324616300412, -87.56011888021986)"
"58352","16-13-129-036-0000","3124 W HARRISON ST","AIS","Owned by City","1971-06-30T00:00:00.000",,,,,"0.0",,,"28","27","EAST GARFIELD PARK","B3-3","60612","03/14/2024",,,,,,"1155494.82995562","1897289.86067465","41.87396445940121","-87.70456365718134","
,  
(41.87396445940121, -87.70456365718134)"
"7943","14-19-404-002-0000","3538 N LINCOLN AVE","None","Sold",,,,,,"0.0",,,"47","06","LAKE VIEW","C1-2","60657","03/14/2024",,,,,,"1163770.65114534","1923640.41878071","41.94610184013496","-87.6734344139958","
,  
(41.94610184013496, -87.6734344139958)"
"16910","20-16-413-033-0000","6052 S LAFAYETTE AVE","DPD - Open Space","Sold",,"2018-11-20T00:00:00.000",,,,"0.0",,,"20","40","WASHINGTON PARK","RS-3","60621","03/14/2024",,,,,,"1176941.48991672","1864669.3399349","41.7839929978895","-87.62680713956614","
,  
(41.7839929978895, -87.62680713956614)"
"7562","13-17-314-073-0000","6112 W IRVING PARK RD","AIS","Owned by City",,,,,,"0.0",,,"38","15","PORTAGE PARK","B3-1","60634","03/14/2024",,,,,,"1134793.05999188","1926048.72999331","41.95327328443749","-87.77989054958111","
,  
(41.95327328443749, -87.77989054958111)"
"23233","25-25-215-037-0000","12330 S TORRENCE AVE","Park District","Leased","2002-01-17T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195638.1852762","1823661.96621814","41.67102313276113","-87.55961065532838","
,  
(41.67102313276113, -87.55961065532838)"
"21379","20-19-205-002-0000","1721 W 63RD ST","None","Sold",,,,,,"0.0",,,"15","67","WEST ENGLEWOOD","B1-1","60636","03/14/2024",,,,,,"1165843.31944391","1862800.44885277","41.77910756251382","-87.66755022163424","
,  
(41.77910756251382, -87.66755022163424)"
"22250","25-24-422-022-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"18821","20-08-114-035-0000","4824 S ELIZABETH ST","None","Sold",,,,,,"2991.0",,,"20","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1168711.74465834","1872639.34031763","41.806045199637786","-87.65675042174857","
,  
(41.806045199637786, -87.65675042174857)"
"21491","20-20-314-003-0000","6805 S THROOP ST","None","Sold",,,,,,"3144.0",,,"17","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1168927.9007926","1859586.15067218","41.7702210367344","-87.65633461244256","
,  
(41.7702210367344, -87.65633461244256)"
"11295","16-13-202-025-0000","2540 W MONROE ST","None","Sold","1999-10-19T00:00:00.000","2010-04-22T00:00:00.000",,,,"0.0",,,"27","28","NEAR WEST SIDE","RM-5","60612","03/14/2024",,,,,,"1159325.03993771","1899690.89993354","41.8804752822202","-87.69043486292446","
,  
(41.8804752822202, -87.69043486292446)"
"19941","20-23-227-021-0000","1400 E 67TH ST","AIS","Owned by City",,,,,,"0.0",,,"5","42","WOODLAWN","B3-3","60637","03/14/2024",,,,,,"1186645.64710281","1860938.7346577","41.77353158338994","-87.59134652248521","
,  
(41.77353158338994, -87.59134652248521)"
"34483","25-34-409-003-0000","911 E 134TH PL","DPD - Open Space","Owned by City","2005-01-20T00:00:00.000",,"Interest","CBB 2022-2023 not offered due to:","Further Environmental Review Needed","0.0",,,,,,,"60827","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"12204","17-17-110-013-0000","1529 W ADAMS ST","None","Sold",,,,,,"9024.0",,,"34","28","NEAR WEST SIDE","RM-5","60607","03/14/2024",,,,,,"1166114.70021312","1899047.36531425","41.878567097783545","-87.66552233224847","
,  
(41.878567097783545, -87.66552233224847)"
"24070","25-24-209-012-0000",,"Park District","Leased","2002-08-26T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"8746","16-09-402-023-0000","358 N CICERO AVE","None","Sold","2002-04-22T00:00:00.000","2008-07-28T00:00:00.000",,,,"5572.0",,,"28","25","AUSTIN","PMD 9","60644","03/14/2024",,,,,,"1144217.25145057","1901983.36818012","41.88706324791223","-87.74585206720327","
,  
(41.88706324791223, -87.74585206720327)"
"13494","16-24-311-022-0000","2140 S ALBANY AVE","None","Sold","1998-02-12T00:00:00.000","2001-07-17T00:00:00.000",,,,"3125.0",,,"24","30","SOUTH LAWNDALE","M1-2","60623","03/14/2024",,,,,,"1155930.7033586","1889418.33211146","41.85235536518114","-87.70317546164055","
,  
(41.85235536518114, -87.70317546164055)"
"19406","20-28-224-031-0000","320 W 75TH ST","None","Sold","1999-06-14T00:00:00.000","2004-03-23T00:00:00.000",,,,"0.0",,,"6","69","GREATER GRAND CROSSING","B3-2","60621","03/14/2024",,,,,,"1175316.0594361","1855312.67105134","41.75835374138084","-87.6330458659334","
,  
(41.75835374138084, -87.6330458659334)"
"14970","20-03-215-014-0000","708 E BOWEN AVE","None","Sold","1995-12-27T00:00:00.000","2001-09-25T00:00:00.000",,,,"3064.0",,,"4","38","GRAND BOULEVARD","RT-4","60653","03/14/2024",,,,,,"1181682.00444232","1877733.20550372","41.81973313415721","-87.60902318950419","
,  
(41.81973313415721, -87.60902318950419)"
"22468","25-24-423-031-0000","12024 S TORRENCE AVE","Park District","Leased","2001-10-01T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195613.33977739","1825691.70006056","41.67659356595756","-87.55963488610115","
,  
(41.67659356595756, -87.55963488610115)"
"14368","20-03-301-014-0000","4310 S MICHIGAN AVE","None","Sold","1999-03-03T00:00:00.000","2014-02-27T00:00:00.000",,,,"8099.0",,,"3","38","GRAND BOULEVARD","RM-5","60653","03/14/2024",,,,,,"1177747.7052344","1876375.87948411","41.81609861767307","-87.62349683440793","
,  
(41.81609861767307, -87.62349683440793)"
"18579","20-08-402-016-0000","5137 S ABERDEEN ST","DPD - Large Lots","Sold",,"2018-03-20T00:00:00.000",,,,"0.0",,,"20","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1169953.26011935","1870541.39000822","41.80026128712833","-87.65225797622942","
,  
(41.80026128712833, -87.65225797622942)"
"17846","20-10-206-017-0000","4745 S EVANS AVE","None","Sold","2010-10-14T00:00:00.000","2013-02-13T00:00:00.000",,,,"5941.0",,,"4","38","GRAND BOULEVARD","PD 1095","60615","03/14/2024",,,,,,"1182151.2821298","1873510.39412973","41.80813454719586","-87.60743255978092","
,  
(41.80813454719586, -87.60743255978092)"
"24274","25-24-208-008-0000",,"Park District","Leased","2001-10-10T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17699","20-16-305-030-0000","5920 S EGGLESTON AVE","None","Sold","1979-10-18T00:00:00.000","2013-11-25T00:00:00.000",,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1174212.24713023","1865553.0905455","41.78647920914301","-87.63678726502206","
,  
(41.78647920914301, -87.63678726502206)"
"21352","20-21-213-024-0000","6506 S STATE ST","AIS","Owned by City",,,,,,"0.0",,,"20","69","GREATER GRAND CROSSING","M1-2","0","03/14/2024",,,,,,"1177287.84025776","1861792.64001052","41.776091217480904","-87.62562410131635","
,  
(41.776091217480904, -87.62562410131635)"
"34477","25-34-409-018-0000","908 E 135TH ST","DPD - Open Space","Owned by City","2004-12-14T00:00:00.000",,"Interest","CBB 2022-2023 not offered due to:","Further Environmental Review Needed","0.0",,,,,,,"00000","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"23146","25-25-215-031-0000","12314 S TORRENCE AVE","Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195640.75014377","1823812.01000816","41.67143480701078","-87.55959633752404","
,  
(41.67143480701078, -87.55959633752404)"
"13186","16-23-206-011-0000","1223 S SPAULDING AVE","None","Sold",,,,,,"3121.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1154654.27641957","1894247.36512281","41.86563238174436","-87.70773120008971","
,  
(41.86563238174436, -87.70773120008971)"
"15364","17-28-229-067-0000","241 W 24TH PL","None","Sold",,,,,,"0.0",,,"11","34","ARMOUR SQUARE","PD 81","60616","03/14/2024",,,,,,"1174789.11591638","1888002.91185352","41.848070725116344","-87.63400227099913","
,  
(41.848070725116344, -87.63400227099913)"
"22106","26-05-114-029-0000","9160 S LAKE SHORE DR","AIS","Owned by City",,,,,,"1897.0",,,"10","46","SOUTH CHICAGO","RS-2","0","03/14/2024",,,,,,"1200171.12166554","1844982.33017165","41.72941525277636","-87.54230402558117","
,  
(41.72941525277636, -87.54230402558117)"
"21646","20-23-106-033-0000","6437 S ELLIS AVE","None","Sold",,,,,,"3009.0",,,"20","42","WOODLAWN","RT-4","60637","03/14/2024",,,,,,"1184259.11517963","1862371.46965211","41.77751930668532","-87.60005012223733","
,  
(41.77751930668532, -87.60005012223733)"
"16881","20-16-113-015-0000","5737 S EMERALD AVE","DPD - Large Lots","Sold",,"2019-12-06T00:00:00.000",,,,"0.0",,,"16","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1172381.44486886","1866663.16027037","41.78956586753775","-87.64346724938667","
,  
(41.78956586753775, -87.64346724938667)"
"22968","25-25-200-010-0000",,"DPD - Open Space","Owned by City","2001-09-20T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"15480","19-12-215-020-0000","4922 S ARTESIAN AVE","Other","Owned by City","1988-09-12T00:00:00.000",,,,,"0.0",,,"15","63","GAGE PARK","RS-3","60632","03/14/2024",,,,,,"1160766.3897982","1871841.96999343","41.8040250541257","-87.68591319720322","
,  
(41.8040250541257, -87.68591319720322)"
"10980","16-12-416-004-0000","2563 W LAKE ST","DPD - Business Development","Owned by City",,,"None","CBB 2022-2023 not offered due to:","Prior sale in progress","0.0",,,"27","28","NEAR WEST SIDE","PMD-4","60612","03/14/2024",,,,,,"1159170.90373426","1901054.56000391","41.88422045786353","-87.69096335709801","
,  
(41.88422045786353, -87.69096335709801)"
"21918","25-24-413-039-0000",,"Park District","Leased","2001-07-11T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21901","25-24-413-022-0000",,"Park District","Leased","2001-07-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
