"tow_date","make","style","model","color","plate","state","towed_to_address","tow_facility_phone","inventory_number"
"2024-05-06T00:00:00.000","FORD","4D",,"BLK","DP26399","IL","701 N. Sacramento","(773) 265-7605","7090232"
"2024-05-06T00:00:00.000","FORD","4D",,"GRY","CX71897","IL","701 N. Sacramento","(773) 265-7605","7090280"
"2024-05-06T00:00:00.000","FORD","LL",,"BLK","DR61992","IL","10300 S. Doty","(773) 568-8495","2968919"
"2024-05-06T00:00:00.000","FORD","LL","TK","GRY","DR48633","IL","10300 S. Doty","(773) 568-8495","2968887"
"2024-05-06T00:00:00.000","FORD","LL","TK","WHI","BP76856","IL","701 N. Sacramento","(773) 265-7605","7090231"
"2024-05-06T00:00:00.000","FORD","LL",,"BLK","CY26711","IL","701 N. Sacramento","(773) 265-7605","7090224"
"2024-05-06T00:00:00.000","FORD","PK","F25","RED",,,"10300 S. Doty","(773) 568-8495","2968923"
"2024-05-06T00:00:00.000","GMC","LL",,"BLK","EB98879","IL","701 N. Sacramento","(773) 265-1846","1547376"
"2024-05-06T00:00:00.000","GMC","LL","TK","BRO","EQ88353","IL","10300 S. Doty","(773) 568-8495","2968908"
"2024-05-06T00:00:00.000","GMC","PK",,"BLK",,,"10300 S. Doty","(773) 568-8495","2968937"
"2024-05-06T00:00:00.000","HOND","4D",,"BLK","RPX0676","TX","10300 S. Doty","(773) 568-8495","2968907"
"2024-05-06T00:00:00.000","HOND","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2968925"
"2024-05-06T00:00:00.000","HOND","4D",,"BLK","DQ69027","IL","10300 S. Doty","(773) 568-8495","2968902"
"2024-05-06T00:00:00.000","HYUN","4D",,"RED","EB84657","IL","10300 S. Doty","(773) 568-8495","2968933"
"2024-05-06T00:00:00.000","HYUN","4D",,"BLU","DT20478","IL","701 N. Sacramento","(773) 265-7605","7090229"
"2024-05-06T00:00:00.000","HYUN","4D",,"SIL","CT89260","IL","701 N. Sacramento","(773) 265-1846","1547377"
"2024-05-06T00:00:00.000","HYUN","4D",,"RED","AN41957","IL","10300 S. Doty","(773) 568-8495","2968935"
"2024-05-06T00:00:00.000","HYUN","4D",,"WHI","DD25183","IL","10300 S. Doty","(773) 785-9752","1726305"
"2024-05-06T00:00:00.000","HYUN","4D",,,"FP265740","IL","701 N. Sacramento","(773) 265-7605","7090279"
"2024-05-06T00:00:00.000","HYUN","4D",,"GRY","EC50441","IL","10300 S. Doty","(773) 568-8495","2968906"
"2024-05-06T00:00:00.000","INFI","4D",,"WHI","DG73312","IL","701 N. Sacramento","(773) 265-7605","7090253"
"2024-05-06T00:00:00.000","ISU","TR",,"WHI","3142490","IN","701 N. Sacramento","(773) 265-7605","7090245"
"2024-05-06T00:00:00.000","JEEP","4D",,"GRY","FP253252","IL","701 N. Sacramento","(773) 265-7605","7090278"
"2024-05-06T00:00:00.000","JEEP","LL",,"WHI","BU42258","IL","10300 S. Doty","(773) 568-8495","2968932"
"2024-05-06T00:00:00.000","JEEP","LL",,"BLK","TJCBH","IL","701 N. Sacramento","(773) 265-7605","7090277"
"2024-05-06T00:00:00.000","JEEP","LL",,"BLK","EG39219","IL","701 N. Sacramento","(773) 265-7605","7090217"
"2024-05-06T00:00:00.000","KIA","4D",,"SIL","EK58086","IL","701 N. Sacramento","(773) 265-1846","1547379"
"2024-05-06T00:00:00.000","KIA","4D",,"WHI","Z260857","IL","701 N. Sacramento","(773) 265-7605","7090269"
"2024-05-06T00:00:00.000","KIA","4D",,"GRY","AWD077","NB","10300 S. Doty","(773) 568-8495","2968886"
"2024-05-06T00:00:00.000","KIA","4D",,"BLK","X3545","FL","10300 S. Doty","(773) 568-8495","2968918"
"2024-05-06T00:00:00.000","KIA","LL",,"SIL","CH33953","IL","10300 S. Doty","(773) 568-8495","2968921"
"2024-05-06T00:00:00.000","LINC","4D",,"CRM","ER61230","IL","10300 S. Doty","(773) 568-8495","2968898"
"2024-05-06T00:00:00.000","LNDR","LL",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968929"
"2024-05-06T00:00:00.000","LNDR","LL",,"LBL","DX70262","IL","10300 S. Doty","(773) 785-9752","1726308"
"2024-05-06T00:00:00.000","MAZD","4D",,"DGR","EL17842","IL","10300 S. Doty","(773) 568-8495","2968916"
"2024-05-06T00:00:00.000","MERC","4D",,"WHI",,"IL","701 N. Sacramento","(773) 265-1846","1547378"
"2024-05-06T00:00:00.000","MERC","4D",,"GRY","CHK726","IN","10300 S. Doty","(773) 568-8495","2968891"
"2024-05-06T00:00:00.000","MERZ","4D",,"WHI","007971A9","IL","701 N. Sacramento","(773) 265-1846","1547380"
"2024-05-06T00:00:00.000","MERZ","4D",,"SIL","EK55894","IL","701 N. Sacramento","(773) 265-7605","7090213"
"2024-05-06T00:00:00.000","NISS","4D",,"SIL","EM84052","IL","701 N. Sacramento","(773) 265-7605","7090268"
"2024-05-06T00:00:00.000","PONT","4D",,"BLK",,,"701 N. Sacramento","(773) 265-7605","7090246"
"2024-05-06T00:00:00.000","PORS","LL",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2968894"
"2024-05-06T00:00:00.000","PORS","LL",,"DBL","DH36027","IL","701 N. Sacramento","(773) 265-7605","7090211"
"2024-05-06T00:00:00.000","SATR","LL",,"BLU","EA59629","IL","10300 S. Doty","(773) 785-9752","1726307"
"2024-05-06T00:00:00.000","SUBA","LL",,"BLK","CX54834","IL","10300 S. Doty","(773) 785-9752","1726306"
"2024-05-06T00:00:00.000","TOYT","4D",,"GRY","CJ6Z1S","MO","701 N. Sacramento","(773) 265-7605","7090272"
"2024-05-06T00:00:00.000","TOYT","4D","COA","MAR","EN47420","IL","701 N. Sacramento","(773) 265-7605","7090276"
"2024-05-06T00:00:00.000","TOYT","4D",,,"408E952","IN","701 N. Sacramento","(773) 265-7605","7090283"
"2024-05-06T00:00:00.000","VOLK","4D",,"GRY","CY52347","IL","701 N. Sacramento","(773) 265-7605","7090219"
"2024-05-06T00:00:00.000","ZCZY","UL",,"BLU","T448027","TN","701 N. Sacramento","(773) 265-1846","1547374"
"2024-05-06T00:00:00.000",,"MC",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7090264"
"2024-05-06T00:00:00.000",,"MC",,"WHI",,"IL","701 N. Sacramento","(773) 265-7605","7090259"
"2024-05-06T00:00:00.000",,"MC",,"YEL",,"IL","701 N. Sacramento","(773) 265-7605","7090263"
"2024-05-06T00:00:00.000",,"MC",,"YEL",,"IL","701 N. Sacramento","(773) 265-7605","7090260"
"2024-05-06T00:00:00.000",,,,,"DT55101","IL","701 N. Sacramento","(773) 265-7605","7090226"
"2024-05-05T00:00:00.000","ACUR","3P",,"GRY","CZ55349","IL","701 N. Sacramento","(773) 265-7605","7090125"
"2024-05-05T00:00:00.000","ACUR","4D",,"GRY","G425784","IL","400 E. Lower Wacker","(312) 744-7550","0302304"
"2024-05-05T00:00:00.000","BMW","4D",,,"EG69477","IL","701 N. Sacramento","(773) 265-7605","7090156"
"2024-05-05T00:00:00.000","CADI","4D",,"TAN",,"IL","10300 S. Doty","(773) 568-8495","2968852"
"2024-05-05T00:00:00.000","CHEV","4D",,"RED","EL26418","IL","701 N. Sacramento","(773) 265-7605","7090053"
"2024-05-05T00:00:00.000","CHEV","4D",,"GRY","DZ21026","IL","701 N. Sacramento","(773) 265-7605","7090127"
"2024-05-05T00:00:00.000","CHEV","4D",,"BLU","DA58141","IL","701 N. Sacramento","(773) 265-7605","7090157"
"2024-05-05T00:00:00.000","CHEV","HB",,"BLK","EE91811","IL","701 N. Sacramento","(773) 265-7605","7090184"
"2024-05-05T00:00:00.000","CHEV","LL",,"WHI","114YFA","AR","10300 S. Doty","(773) 568-8495","2968871"
"2024-05-05T00:00:00.000","CHEV","SD",,"RED",,"IL","10300 S. Doty","(773) 568-8495","2968872"
"2024-05-05T00:00:00.000","CHEV",,"TK","WHI","327799B","IL","10300 S. Doty","(773) 568-8495","2968854"
"2024-05-05T00:00:00.000","CHRY","4D",,"BLK","006388A0","IL","10300 S. Doty","(773) 568-8495","2968867"
"2024-05-05T00:00:00.000","DODG","2D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968868"
"2024-05-05T00:00:00.000","DODG","4D",,"BLU","DG30290","IL","701 N. Sacramento","(773) 265-7605","7090147"
"2024-05-05T00:00:00.000","DODG","LL","DUR","BLK","CU83941","IL","701 N. Sacramento","(773) 265-7605","7090200"
"2024-05-05T00:00:00.000","DODG","LL","TK","SIL",,"IL","10300 S. Doty","(773) 568-8495","2968877"
"2024-05-05T00:00:00.000","DODG","PK","TK","BLK","3254998B","IL","10300 S. Doty","(773) 568-8495","2968883"
"2024-05-05T00:00:00.000","FORD","4D",,"GRY","EQ75039","IL","701 N. Sacramento","(773) 265-7605","7090171"
"2024-05-05T00:00:00.000","FORD","LL",,"GRN","DE21607","IL","10300 S. Doty","(773) 568-8495","2968865"
"2024-05-05T00:00:00.000","FORD","LL","TK","GRY","CF14822","IL","10300 S. Doty","(773) 568-8495","2968890"
"2024-05-05T00:00:00.000","HOND","4D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968874"
"2024-05-05T00:00:00.000","HOND","4D",,"BLK","CN11905","IL","10300 S. Doty","(773) 568-8495","509652"
"2024-05-05T00:00:00.000","HOND","4D",,"GLD","DL49965","IL","701 N. Sacramento","(773) 265-7605","7090183"
"2024-05-05T00:00:00.000","HYUN","4D",,"SIL","ED22495","IL","10300 S. Doty","(773) 568-8495","2968860"
"2024-05-05T00:00:00.000","HYUN","4D",,"GRY","CZ86863","IL","10300 S. Doty","(773) 568-8495","2968878"
"2024-05-05T00:00:00.000","HYUN","SD",,"SIL",,"IL","701 N. Sacramento","(773) 265-7605","7090202"
"2024-05-05T00:00:00.000","INFI","4D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968853"
"2024-05-05T00:00:00.000","INFI","4D",,"BLU",,"IL","701 N. Sacramento","(773) 265-7605","7090193"
"2024-05-05T00:00:00.000","JEEP","LL",,"WHI","BMJ585","IN","10300 S. Doty","(773) 568-8495","2968861"
"2024-05-05T00:00:00.000","JEEP","LL",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968876"
"2024-05-05T00:00:00.000","JEEP","LL",,"GRY","EA23613","IL","701 N. Sacramento","(773) 265-7605","7090126"
"2024-05-05T00:00:00.000","JEEP","LL",,"RED","DZ57997","IL","10300 S. Doty","(773) 568-8495","509648"
"2024-05-05T00:00:00.000","LEXS","4D",,"SIL","DS85758","IL","10300 S. Doty","(773) 568-8495","509651"
"2024-05-05T00:00:00.000","LINC","4D",,"WHI","AS94664","IL","701 N. Sacramento","(773) 265-7605","7090159"
"2024-05-05T00:00:00.000","MAZD","4D",,"MAR","ER47893","IL","701 N. Sacramento","(773) 265-7605","7090170"
"2024-05-05T00:00:00.000","MAZD","4D",,,"EL15722","IL","701 N. Sacramento","(773) 265-7605","7090160"
"2024-05-05T00:00:00.000","MERZ","4D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968875"
"2024-05-05T00:00:00.000","NISS","2D",,"BLK","008726A0","IL","400 E. Lower Wacker","(312) 744-7550","0302301"
"2024-05-05T00:00:00.000","NISS","4D",,"WHI","383EFA","IN","701 N. Sacramento","(773) 265-7605","7090158"
"2024-05-05T00:00:00.000","NISS","4D",,"MAR","ER24101","IL","701 N. Sacramento","(773) 265-7605","7090208"
"2024-05-05T00:00:00.000","NISS","4D",,"SIL","AS94101","IL","10300 S. Doty","(773) 568-8495","2968856"
"2024-05-05T00:00:00.000","NISS","4D",,"GRY","EA26330","IL","701 N. Sacramento","(773) 265-7605","7090203"
"2024-05-05T00:00:00.000","NISS","LL","TK","GRY","DZ27454","IL","10300 S. Doty","(773) 568-8495","2968879"
"2024-05-05T00:00:00.000","SUBA","4D",,"GRY","DZ37613","IL","10300 S. Doty","(773) 568-8495","509649"
"2024-05-05T00:00:00.000","SUBA","LL","TK","SIL",,"IL","10300 S. Doty","(773) 568-8495","2968882"
"2024-05-05T00:00:00.000","TOYT","4D",,"BLU","EK57671","IL","400 E. Lower Wacker","(312) 744-7550","0302302"
"2024-05-05T00:00:00.000","TOYT","4D",,"BRZ","EM59522","IL","10300 S. Doty","(773) 568-8495","2968870"
"2024-05-05T00:00:00.000","TOYT","4D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968851"
"2024-05-05T00:00:00.000","VOLK","4D",,"GRY","EK92633","IL","701 N. Sacramento","(773) 265-7605","7090174"
"2024-05-05T00:00:00.000","VOLK","4D",,"BLU","DT56022","IL","701 N. Sacramento","(773) 265-7605","7090204"
"2024-05-05T00:00:00.000","VOLK","LL",,"BLK","EL87680","IL","701 N. Sacramento","(773) 265-7605","7090164"
"2024-05-05T00:00:00.000","VOLV","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2968863"
"2024-05-04T00:00:00.000","AUDI","4D",,"DBL","RS28BH","IL","10300 S. Doty","(773) 568-8495","509634"
"2024-05-04T00:00:00.000","BUIC","4D",,"SIL","AM98868","IL","701 N. Sacramento","(773) 265-7605","7089969"
"2024-05-04T00:00:00.000","CHEV","2D",,"ONG","EQ51735","IL","701 N. Sacramento","(773) 265-7605","509633"
"2024-05-04T00:00:00.000","CHEV","4D",,"GRY","ZU68581","IL","701 N. Sacramento","(773) 265-7605","7090021"
"2024-05-04T00:00:00.000","CHEV","4D",,"BLK","DB24651","IL","10300 S. Doty","(773) 568-8495","2968828"
"2024-05-04T00:00:00.000","CHEV","LL",,"BLK","9183AA","IL","400 E. Lower Wacker","(312) 744-7550","0302229"
"2024-05-04T00:00:00.000","CHEV","LL",,"MAR","DV21229","IL","701 N. Sacramento","(773) 265-7605","7089995"
"2024-05-04T00:00:00.000","CHEV","VN",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968818"
"2024-05-04T00:00:00.000","CHRY","4D",,"BLK","DX71545","IL","701 N. Sacramento","(773) 265-7605","7089996"
"2024-05-04T00:00:00.000","DODG","4D",,"SIL","AZ95063","IL","10300 S. Doty","(773) 568-8495","2968829"
"2024-05-04T00:00:00.000","DODG","4D",,"GRY","EN23120","IL","10300 S. Doty","(773) 568-8495","2968821"
"2024-05-04T00:00:00.000","DODG","4D",,"RED","R4157M","WA","10300 S. Doty","(773) 568-8495","2968837"
"2024-05-04T00:00:00.000","DODG","LL","TK","SIL","EC74096","IL","701 N. Sacramento","(773) 265-7605","7090004"
"2024-05-04T00:00:00.000","FORD","4D",,"MAR","Q927266","IL","701 N. Sacramento","(773) 265-7605","7089984"
"2024-05-04T00:00:00.000","FORD","4D",,"TAN","TUT356","IN","10300 S. Doty","(773) 568-8495","2968845"
"2024-05-04T00:00:00.000","FORD","PK","TK","WHI","KE1646","WI","10300 S. Doty","(773) 568-8495","2968827"
"2024-05-04T00:00:00.000","GMC","LL","TK","BLK",,"IL","701 N. Sacramento","(773) 265-7605","7090007"
"2024-05-04T00:00:00.000","HOND","2D",,"BLK","EA20860","IL","10300 S. Doty","(773) 568-8495","2968842"
"2024-05-04T00:00:00.000","HOND","4D",,"SIL",,"IL","701 N. Sacramento","(773) 265-7605","7090034"
"2024-05-04T00:00:00.000","HOND","4D",,"GRY","EE37320","IL","701 N. Sacramento","(773) 265-7605","7090015"
"2024-05-04T00:00:00.000","HOND","4D",,"SIL","EN29110","IL","400 E. Lower Wacker","(312) 744-7550","0302237"
"2024-05-04T00:00:00.000","HOND","SW",,"BLK","DQ75564","IL","701 N. Sacramento","(773) 265-7605","7090012"
"2024-05-04T00:00:00.000","HYUN","4D",,"SIL","ED61515","IL","701 N. Sacramento","(773) 265-7605","7090005"
"2024-05-04T00:00:00.000","JEEP","LL",,"GRY","CX84842","IL","701 N. Sacramento","(773) 265-7605","7089977"
"2024-05-04T00:00:00.000","JEEP","LL",,"GRY","EP30810","IL","10300 S. Doty","(773) 568-8495","2968832"
"2024-05-04T00:00:00.000","KIA","4D",,"WHI","DN45135","IL","701 N. Sacramento","(773) 265-7605","7090018"
"2024-05-04T00:00:00.000","KIA","4D",,"WHI","ER56000","IL","10300 S. Doty","(773) 568-8495","2968824"
"2024-05-04T00:00:00.000","KIA","4D",,"GLD","DJ80254","IL","701 N. Sacramento","(773) 265-7605","7089968"
"2024-05-04T00:00:00.000","KIA","SW",,"BLU","EM83982","IL","701 N. Sacramento","(773) 265-7605","7090011"
"2024-05-04T00:00:00.000","MAZD","LL","TK","SIL","CR68242","IL","701 N. Sacramento","(773) 265-7605","7090036"
"2024-05-04T00:00:00.000","MAZD","LL",,"BLU",,"IL","10300 S. Doty","(773) 568-8495","2968835"
"2024-05-04T00:00:00.000","NISS","4D",,"SIL","009034A7","IL","701 N. Sacramento","(773) 265-7605","7090038"
"2024-05-04T00:00:00.000","NISS","4D",,"SIL","R777756","IN","701 N. Sacramento","(773) 265-7605","7090037"
"2024-05-04T00:00:00.000","NISS","4D",,"BLK","DR47196","IL","10300 S. Doty","(773) 568-8495","2968839"
"2024-05-04T00:00:00.000","NISS","4D",,"GRY","KTT078","IL","10300 S. Doty","(773) 568-8495","2968834"
"2024-05-04T00:00:00.000","NISS","4D",,"SIL","CT97171","IL","701 N. Sacramento","(773) 265-7605","7090006"
"2024-05-04T00:00:00.000","NISS","LL","TK","GRY","Z738905","IL","10300 S. Doty","(773) 568-8495","2968817"
"2024-05-04T00:00:00.000","SUZI","4D",,"SIL","EK93419","IL","10300 S. Doty","(773) 568-8495","2968844"
"2024-05-04T00:00:00.000","TOYT","4D",,"BLU","DZ38278","IL","701 N. Sacramento","(773) 265-7605","7089987"
"2024-05-04T00:00:00.000","TOYT","4D",,"GLD","328AB389","IL","701 N. Sacramento","(773) 265-7605","7089970"
"2024-05-04T00:00:00.000","TOYT","4D",,,"CJ65578","IL","701 N. Sacramento","(773) 265-7605","7090020"
"2024-05-04T00:00:00.000","VOLK","4D",,"WHI","942SMY","IN","701 N. Sacramento","(773) 265-7605","7090033"
"2024-05-04T00:00:00.000","VOLK","HB",,"GRY","DP34700","IL","701 N. Sacramento","(773) 265-7605","7090032"
"2024-05-03T00:00:00.000","ACUR","4D",,"BLK",,"IL","10300 S. Doty","(773) 785-9752","1726297"
"2024-05-03T00:00:00.000","BMW","LL",,"SIL","CV14608","IL","701 N. Sacramento","(773) 265-7605","7089881"
"2024-05-03T00:00:00.000","BUIC","4D",,"GLD","EQ18771","IL","10300 S. Doty","(773) 568-8495","2968761"
"2024-05-03T00:00:00.000","BUIC","4D",,"BLU","CH53190","IL","10300 S. Doty","(773) 785-9752","1726299"
"2024-05-03T00:00:00.000","CHEV","4D",,"TAN","EC79621","IL","701 N. Sacramento","(773) 265-7605","7089874"
"2024-05-03T00:00:00.000","CHEV","4D",,"BLU","EC98489","IL","10300 S. Doty","(773) 785-9752","1726296"
"2024-05-03T00:00:00.000","CHEV","4D",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2968807"
"2024-05-03T00:00:00.000","CHEV","4D",,"BLK","DT54403","IL","701 N. Sacramento","(773) 265-7605","7089884"
"2024-05-03T00:00:00.000","CHEV","4D",,"GLD","EM62650","IL","10300 S. Doty","(773) 568-8495","2968759"
"2024-05-03T00:00:00.000","CHEV","LL",,"WHI","CE36740","IL","701 N. Sacramento","(773) 265-1846","1547367"
"2024-05-03T00:00:00.000","CHEV","LL",,"WHI","EG57161","IL","10300 S. Doty","(773) 568-8495","2968806"
"2024-05-03T00:00:00.000","CHEV","VN",,"WHI","DV45320","IL","701 N. Sacramento","(773) 265-7605","7089876"
"2024-05-03T00:00:00.000","CHEV","VN",,"WHI","1667186B","IL","10300 S. Doty","(773) 785-9752","1726301"
"2024-05-03T00:00:00.000","CHRY","4D",,"RED",,"IL","701 N. Sacramento","(773) 265-1846","1547366"
"2024-05-03T00:00:00.000","CHRY","4D",,"BLK","EQ23488","IL","10300 S. Doty","(773) 568-8495","2968781"
"2024-05-03T00:00:00.000","DODG","4D",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2968805"
"2024-05-03T00:00:00.000","DODG","LL",,"BLK","02319RF","MI","701 N. Sacramento","(773) 265-7605","7089911"
"2024-05-03T00:00:00.000","DODG","VN",,"MAR","CD53502","IL","701 N. Sacramento","(773) 265-7605","7089877"
"2024-05-03T00:00:00.000","FORD","4D",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2968815"
"2024-05-03T00:00:00.000","FORD","4D",,"GRY","ER40193","IL","701 N. Sacramento","(773) 265-7605","7089892"
"2024-05-03T00:00:00.000","FORD","LL",,"BLK","DR74522","IL","701 N. Sacramento","(773) 265-7605","7089885"
"2024-05-03T00:00:00.000","FORD","LL","TK","WHI","R599539","IL","10300 S. Doty","(773) 568-8495","2968762"
"2024-05-03T00:00:00.000","FORD","PK",,"RED","3585046B","IL","10300 S. Doty","(773) 568-8495","2968763"
"2024-05-03T00:00:00.000","HOND","4D",,"GRY",,"IL","400 E. Lower Wacker","(312) 744-7550","0302186"
"2024-05-03T00:00:00.000","HOND","4D",,"GRY","CD17964","IL","701 N. Sacramento","(773) 265-7605","7089880"
"2024-05-03T00:00:00.000","HOND","4D",,"TAN","915AB677","IL","10300 S. Doty","(773) 568-8495","2968766"
"2024-05-03T00:00:00.000","HYUN","2D",,"GRY","CB75284","IL","10300 S. Doty","(773) 785-9752","1726300"
"2024-05-03T00:00:00.000","HYUN","LL",,"GRY",,,"10300 S. Doty","(773) 568-8495","2968754"
"2024-05-03T00:00:00.000","HYUN","LL",,"SIL","EJ51692","IL","701 N. Sacramento","(773) 265-7605","7089890"
"2024-05-03T00:00:00.000","INFI","LL",,"SIL","BY72579","IL","10300 S. Doty","(773) 568-8495","2968804"
"2024-05-03T00:00:00.000","JEEP","LL",,"GRY","BK61226","IL","10300 S. Doty","(773) 568-8495","2968795"
"2024-05-03T00:00:00.000","JEEP","LL",,"WHI","EG14439","IL","10300 S. Doty","(773) 568-8495","2968800"
"2024-05-03T00:00:00.000","JEEP","LL","TK","BLK","BOAT","IL","10300 S. Doty","(773) 568-8495","2968773"
"2024-05-03T00:00:00.000","JEEP","LL",,"BLK","P621904","IL","701 N. Sacramento","(773) 265-7605","7089888"
"2024-05-03T00:00:00.000","JEEP","LL",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2968792"
"2024-05-03T00:00:00.000","JEEP","LL",,"WHI","DJ80244","IL","701 N. Sacramento","(773) 265-7605","7089889"
"2024-05-03T00:00:00.000","LEXS","LL",,"WHI","EA65253","IL","10300 S. Doty","(773) 785-9752","1726298"
"2024-05-03T00:00:00.000","LINC","4D",,"COM","CK90995","IL","701 N. Sacramento","(773) 265-7605","7089878"
"2024-05-03T00:00:00.000","MAZD","4D",,"BLK","DX87882","IL","10300 S. Doty","(773) 785-9752","1726295"
"2024-05-03T00:00:00.000","MAZD","LL",,"WHI","EK41190","IL","10300 S. Doty","(773) 785-9752","1726294"
"2024-05-03T00:00:00.000","MITS","LL",,"BLK","BU78878","IL","701 N. Sacramento","(773) 265-1846","1547364"
"2024-05-03T00:00:00.000","MITS","LL",,"GRN","DV25219","IL","701 N. Sacramento","(773) 265-7605","7089912"
"2024-05-03T00:00:00.000","NISS","VN",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2968801"
"2024-05-03T00:00:00.000","PONT","2D",,"BLK","ADM5786","WI","701 N. Sacramento","(773) 265-1846","1547368"
"2024-05-03T00:00:00.000","VOLK","2D",,"BLK",,"IL","701 N. Sacramento","(773) 265-1846","1547365"
"2024-05-03T00:00:00.000","VOLK","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7089905"
"2024-05-03T00:00:00.000",,,,"WHI","890306ST","IL","10300 S. Doty","(773) 568-8495","2968811"
"2024-05-03T00:00:00.000",,,,"WHI","P1154844","IL","10300 S. Doty","(773) 568-8495","2968810"
"2024-05-02T00:00:00.000","AUDI","4D",,"GRY","Z918866","IL","10300 S. Doty","(773) 568-8495","2968731"
"2024-05-02T00:00:00.000","BMW","2D",,"BLK","DS61055","IL","10300 S. Doty","(773) 568-8495","2968691"
"2024-05-02T00:00:00.000","BMW","4D",,"BLK",,"IL","701 N. Sacramento","(773) 265-1846","1547353"
"2024-05-02T00:00:00.000","BMW","4D",,"WHI",,,"10300 S. Doty","(773) 568-8495","2968715"
"2024-05-02T00:00:00.000","BUIC","4D",,"BLK",,"IL","10300 S. Doty","(773) 785-9752","1726287"
"2024-05-02T00:00:00.000","CADI","4D",,"MAR",,"IL","10300 S. Doty","(773) 568-8495","2968735"
"2024-05-02T00:00:00.000","CHEV","4D",,"GRN",,"IL","10300 S. Doty","(773) 785-9752","1726290"
"2024-05-02T00:00:00.000","CHEV","4D",,"MAR",,"IL","10300 S. Doty","(773) 568-8495","2968734"
"2024-05-02T00:00:00.000","CHEV","4D",,"WHI","ZTT608","IN","10300 S. Doty","(773) 568-8495","2968738"
"2024-05-02T00:00:00.000","CHEV","LL","TK","WHI","DK83750","IL","10300 S. Doty","(773) 568-8495","2968756"
"2024-05-02T00:00:00.000","CHRY","VN",,"BLK","EQJ1066","MI","10300 S. Doty","(773) 568-8495","2968733"
"2024-05-02T00:00:00.000","CHRY","VN",,"SIL","EM93175","IL","10300 S. Doty","(773) 568-8495","2968748"
"2024-05-02T00:00:00.000","CHRY","VN",,"WHI","Q618274","IL","10300 S. Doty","(773) 568-8495","2968721"
"2024-05-02T00:00:00.000","DODG","4D",,"WHI",,,"10300 S. Doty","(773) 568-8495","2968703"
"2024-05-02T00:00:00.000","DODG","4D","CHL","GRY","008408A6","IL","10300 S. Doty","(773) 568-8495","2968753"
"2024-05-02T00:00:00.000","FORD","2D",,"BLU",,,"10300 S. Doty","(773) 568-8495","2968702"
"2024-05-02T00:00:00.000","FORD","4D",,"WHI","S44477","IN","701 N. Sacramento","(773) 265-7605","7089838"
"2024-05-02T00:00:00.000","FORD","LL",,"GRY","EL36605","IL","10300 S. Doty","(773) 568-8495","2968724"
"2024-05-02T00:00:00.000","FORD","TR",,"WHI","189316F","IL","10300 S. Doty","(773) 568-8495","2968726"
"2024-05-02T00:00:00.000","FORD","VN","TK","BLU","DV23075","IL","701 N. Sacramento","(773) 265-7605","7089861"
"2024-05-02T00:00:00.000","FORD","VN",,"WHI",,,"10300 S. Doty","(773) 568-8495","2967808"
"2024-05-02T00:00:00.000","FORD","VN",,"BLK","3676320B","IL","10300 S. Doty","(773) 568-8495","2968700"
"2024-05-02T00:00:00.000","FOUR","BT",,"RED","7197NVTA","IL","10300 S. Doty","(773) 568-8495","2968741"
"2024-05-02T00:00:00.000","FOUR","OB",,"RED",,,"10300 S. Doty","(773) 568-8495","2968742"
"2024-05-02T00:00:00.000","GMC","LL",,"BLK","DY75668","IL","10300 S. Doty","(773) 568-8495","2968727"
"2024-05-02T00:00:00.000","GMC","LL",,"SIL","EK91336","IL","701 N. Sacramento","(773) 265-7605","7089869"
"2024-05-02T00:00:00.000","GMC","LL",,"GRY","CH96336","IL","701 N. Sacramento","(773) 265-1846","1547360"
"2024-05-02T00:00:00.000","GMC","PK",,"BLK","C70871Y","WA","10300 S. Doty","(773) 568-8495","2968744"
"2024-05-02T00:00:00.000","HOND","2D",,"BLU","AK58769","IL","701 N. Sacramento","(773) 265-1846","1547359"
"2024-05-02T00:00:00.000","HOND","2D",,"BLK","7150254","IL","701 N. Sacramento","(773) 265-1846","1547354"
"2024-05-02T00:00:00.000","HOND","4D",,"GLD",,"IL","701 N. Sacramento","(773) 265-7605","7089862"
"2024-05-02T00:00:00.000","HOND","4D",,"GRY","CH50507","IL","701 N. Sacramento","(773) 265-7605","7089846"
"2024-05-02T00:00:00.000","HOND","LL",,"RED","CT18998","IL","10300 S. Doty","(773) 568-8495","2968732"
