"id","permit_","permit_status","permit_milestone","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_type","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","building_fee_subtotal","zoning_fee_subtotal","other_fee_subtotal","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","contact_1_type","contact_1_name","contact_1_city","contact_1_state","contact_1_zipcode","contact_2_type","contact_2_name","contact_2_city","contact_2_state","contact_2_zipcode","contact_3_type","contact_3_name","contact_3_city","contact_3_state","contact_3_zipcode","contact_4_type","contact_4_name","contact_4_city","contact_4_state","contact_4_zipcode","contact_5_type","contact_5_name","contact_5_city","contact_5_state","contact_5_zipcode","contact_6_type","contact_6_name","contact_6_city","contact_6_state","contact_6_zipcode","contact_7_type","contact_7_name","contact_7_city","contact_7_state","contact_7_zipcode","contact_8_type","contact_8_name","contact_8_city","contact_8_state","contact_8_zipcode","contact_9_type","contact_9_name","contact_9_city","contact_9_state","contact_9_zipcode","contact_10_type","contact_10_name","contact_10_city","contact_10_state","contact_10_zipcode","contact_11_type","contact_11_name","contact_11_city","contact_11_state","contact_11_zipcode","contact_12_type","contact_12_name","contact_12_city","contact_12_state","contact_12_zipcode","contact_13_type","contact_13_name","contact_13_city","contact_13_state","contact_13_zipcode","contact_14_type","contact_14_name","contact_14_city","contact_14_state","contact_14_zipcode","contact_15_type","contact_15_name","contact_15_city","contact_15_state","contact_15_zipcode","reported_cost","pin_list","pin1","pin2","pin3","pin4","pin5","pin6","pin7","pin8","pin9","pin10","community_area","census_tract","ward","xcoordinate","ycoordinate","latitude","longitude","location"
"1849528","100201182",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-09-20T00:00:00.000","2007-09-26T00:00:00.000","6","191","N","WACKER DR",,"MONTH OF AUGUST MAINTENANCE PERMIT","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","CANINO ELECTRIC COMPANY","WESTMONT","IL","60559-1134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2550",,"17-09-428-001",,,,,,,,,,,,,"1173949.8171016804","1901648.7276643848","41.8855345","-87.636676091","POINT (-87.636676091475 41.885534499942)"
"1852740","100203210",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-01T00:00:00.000","2007-10-01T00:00:00.000","0","7419","S","MAY ST",,"ONE METER SERVICE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","MOLITE ELECTRIC","CHICAGO","IL","60643-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,"1169979.0901040388","1855516.0182265628","41.759029306","-87.65259946","POINT (-87.652599459671 41.759029305545)"
"1848626","100200651",,,"PERMIT - SIGNS","SIGN PERMIT","2007-10-17T00:00:00.000","2007-10-24T00:00:00.000","7","6040","N","PULASKI RD",,"AT DRIVE WAY ENTRANCE 371370","40","75","0","115","0","0","0","0","0","40","75","0","0","0","0","115","SIGN CONTRACTOR","DOYLE SIGINS INC","ADDISON","IL","60101-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"13-03-229-016",,,,,,,,,,,,,"1148534.9328086802","1940003.0755107603","41.99131034","-87.729011924","POINT (-87.729011924062 41.991310340253)"
"1853512","100203763",,,"PERMIT - SIGNS","SIGN PERMIT","2007-10-23T00:00:00.000","2007-10-31T00:00:00.000","8","5075","S","ARCHER AVE",,"ELEVATION CORNER OF ARCHER AVENUE AND KEDVALE","44","75","0","119","0","0","0","0","0","44","75","0","0","0","0","119","SIGN CONTRACTOR","ICON IDENTITY SOLUTIONS","ROLLING MEADOWS","IL","60008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,,"1149380.3335080992","1870628.4162259027","41.800922642","-87.727703577","POINT (-87.727703576704 41.800922642496)"
"1858438","100207011",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-17T00:00:00.000","2007-10-23T00:00:00.000","6","9177","W","CHICAGO AVE",,"INSTALLATION OF (1) 30 AMP DUAL POLE BREAKER AND CIRCUITS IN EXISTING 200 AMP SERVICE PANEL","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","DIAMOND ELECTRIC COMP., INC.","CHICAGO","IL","60631-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",,,,,,,,,,,,,,,,,,,
"1861967","100209030",,,"PERMIT - NEW CONSTRUCTION","TRADITIONAL DEVELOPER SERVICES","2007-10-30T00:00:00.000","2007-10-30T00:00:00.000","0","1846","N","LARAMIE AVE",,"NEW CONSTRUCTION, RESIDENTIAL DEVELOPMENT.  NEW 2 STORY, 2 DWELLING UNIT BUILDING WITH BASEMENT AND DETACHED GARAGE.  TYPE IV-A.  LOT 7, GW-3B-V.  VISITABLE.","2063","225","0","2288","0","0","0","0","0","2063","225","1252","0","1252","1252","3540","OWNER","RSD GALEWOOD, LLC","NORTHBROOK","IL","60062-","ARCHITECT","PLUNKARD JAMES M","CHICAGO","IL","60607-1713","CONTRACTOR-ELECTRICAL","NULINE TECHNOLOGIES, INC.","WHEELING","IL","60090-","CONTRACTOR-GENERAL CONTRACTOR","RED SEAL DEVELOPMENT CORPORATION","NORTHBROOK","IL","60062","MASON - BRICK AND CONCRETE","HODSCO CONSTRUCTION,INC","SCHAUMBURG","IL","60173-","CONTRACTOR-PLUMBER/PLUMBING","PL16216-WHEELING PLUMBING CO.","WHEELING","IL","60090-","CONTRACTOR-REFRIGERATION","AIR RITE HTG AND CLG","NORTH AURORA","IL","60542-","CONTRACTOR-VENTILATION","AIR RITE HEATING COOLI","N AURORA","IL","60542-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"260000",,"13-33-327-182",,,,,,,,,,,,,"1141391.400385152","1911872.3090976183",,,
"1861010","100208484",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2007-11-02T00:00:00.000","2007-12-28T00:00:00.000","56","6600","W","GRAND AVE",,"THREE NEW ANTENNAS ON AN EXISTING PLATFORM ON AN EXISTING MONOPOLE TOWER WITH RELATED ELECTRICAL WORK AS PER PLANS.","470","75","0","545","0","0","0","0","0","470","75","0","0","0","0","545","STRUCTURAL ENGINEER","GUTOWSKY JEFFERY S","HOFFMAN ESTATES","IL","60192-","CONTRACTOR-ELECTRICAL","EEI, INC,","CHICAGO","IL","60634","EXPEDITOR","PHASE 1 CONSULTING","CHICAGO","IL","60606-","CONTRACTOR-GENERAL CONTRACTOR","DEERFIELD CONSTRUCTION GROUP, INC","LOCKPORT","IL","60441-","OWNER","COM ED","CHICAGO","IL","60634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40000",,"13-30-409-009",,,,,,,,,,,,,,,,,
"1864870","100210657",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-11-06T00:00:00.000","2007-11-06T00:00:00.000","0","6416","S","COTTAGE GROVE AVE",,"REWIRE THE DUPLEX APARTMENTS ADD SWITCHES AND OUTLETS AND MORE LIGHTING","80","0","0","80","0","0","0","0","0","80","0","0","0","0","0","80","CONTRACTOR-ELECTRICAL","CLA - ELECTRIC","LYNWOOD","IL","60411-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",,,,,,,,,,,,,,,,,,,
"1866101","100211353",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2008-02-08T00:00:00.000","2008-05-19T00:00:00.000","101","6414","S","COTTAGE GROVE AVE",,"REPLACE  (2) EXISTING OPEN WOOD PORCHES","106.25","75","181.25","362.5","0","0","0","0","0","106.25","75","181.25","0","0","0","362.5","OWNER","WILL HOWARD","CHICAGO","IL","60637","ARCHITECT","CASEY KENNETH EDWIN","FORT LAUDERDALE","FL","33312","CONTRACTOR-GENERAL CONTRACTOR","TASK DIVERSIFIED SERVICES","TINLEY PARK","IL","60477","MASONRY CONTRACTOR","J. CONSTRUCTION CO.","CHICAGO","IL","60617-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7500",,"20-22-215-021",,,,,,,,,,"42","4207","20",,,,,
"1859310","100207478",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-19T00:00:00.000","2007-10-23T00:00:00.000","4","5030","S","EVANS AVE",,"INSTALLATION OF LOW VOLTAGE BURGLAR ALARM","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","A.D.T. INC.","OAK BROOK","IL","60523-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139",,,,,,,,,,,,,,,,,,,
"1858129","100206829",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-17T00:00:00.000","2007-10-17T00:00:00.000","0","2041","N","CICERO AVE",,"ADD 30 AMPS BREAKER TO EXISTING RADIO COMMUNICATION (CELL SITE)","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","CHAVEZ ELECTRIC","CHICAGO","IL","60639-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500",,,,,,,,,,,,,,,"1144097.2465930132","1913323.5667961696","41.918184261","-87.746007647","POINT (-87.746007646922 41.918184261087)"
"1864869","100210656",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-11-06T00:00:00.000","2007-11-06T00:00:00.000","0","6414","S","COTTAGE GROVE AVE",,"REWIRE THE DUPLEX APARTMENT UNITS TO MEET THE NEW CHICAGO ELECTRICAL CODES ADD SWITCHES AND OUTLETS AND MORE LIGHTING","80","0","0","80","0","0","0","0","0","80","0","0","0","0","0","80","CONTRACTOR-ELECTRICAL","CLA - ELECTRIC","LYNWOOD","IL","60411-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4000",,"20-22-215-021",,,,,,,,,,,,,,,,,
"1867641","100212365",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2007-11-16T00:00:00.000","2007-11-16T00:00:00.000","0","1624","W","JARVIS AVE",,"REPLACE EXISTING 2 STORY OPEN WOOD PORCH PER ARCHITECTURAL PLANS TO CORRECT VIOLATIONS.","90","75","0","165","0","0","0","0","0","90","75","0","0","0","0","165","ARCHITECT","HEUSDENS LEIGH A","CHICAGO","IL","60622","CONTRACTOR-GENERAL CONTRACTOR","FIRST CHOICE CUSTOM IRON","CHICAGO","IL","60639","OWNER","ROSA MARTINEZ","CHICAGO","IL","60626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8000",,"11-30-414-020",,,,,,,,,,,,,"1164156.4864758246","1949146.9880914344",,,
"1858306","100206929",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-17T00:00:00.000","2007-10-19T00:00:00.000","2","1632","W","WRIGHTWOOD AVE",,"TEMPORARY LIGHTING FOR CHRISTMAS TREE SALE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","GAJIC ENGINEERING COMPANY","CHICAGO","IL","60641-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",,,,,,,,,,,,,,,,,,,
"1859682","100207722",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-22T00:00:00.000","2007-10-23T00:00:00.000","1","954","W","MARQUETTE RD",,"LOW VOLTAGE ALARM","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179",,"20-20-228-035",,,,,,,,,,,,,"1170859.9620031926","1860438.248933688","41.772517347","-87.649227634","POINT (-87.649227634209 41.772517347058)"
"1868738","100212915",,,"PERMIT - SIGNS","SIGN PERMIT","2007-11-29T00:00:00.000","2007-12-03T00:00:00.000","4","66","E","WALTON ST",,"FRONT OF STORE","42.5","75","0","117.5","0","0","0","0","0","42.5","75","0","0","0","0","117.5","SIGN CONTRACTOR","NEON EXPRESS","CHICAGO","IL","60639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2500",,"17-03-207-041",,,,,,,,,,,,,"1176854.1483161054","1906976.4753594121","41.900088912","-87.625849629","POINT (-87.625849629257 41.900088911867)"
"1864090","100210222",,,"PERMIT - SIGNS","SIGN PERMIT","2007-11-26T00:00:00.000","2007-11-28T00:00:00.000","2","12900","S","METRON DR",,"SOUTH ELEVATION - ILLUMINATED CABINET TYPE SIGN.","88","75","0","163","0","0","0","0","0","88","75","0","0","0","0","163","CONTRACTOR-ELECTRICAL","SURE LIGHT SERVICE CO.","ELGIN","IL","60123-5542","SIGN CONTRACTOR","SURE LIGHT SERVICE CO","ELGIN","IL","60123-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5000",,,,,,,,,,,,,,,,,,,
"1865493","100211029",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-11-08T00:00:00.000","2007-11-08T00:00:00.000","0","11725","S","MICHIGAN AVE",,"200 AMP SERVICE 1 METER","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","WILLIAM WARE","HARVEY","IL","60426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"25-22-310-007",,,,,,,,,,,,,"1178984.8781511986","1827099.929581443","41.680851579","-87.620456225","POINT (-87.62045622459 41.680851578978)"
"1865481","100211024",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-11-08T00:00:00.000","2007-11-08T00:00:00.000","0","1239","S","MICHIGAN AVE",,"25 CIRCUITS","270","0","0","270","0","0","0","0","0","270","0","0","0","0","0","270","CONTRACTOR-ELECTRICAL","ELEKTRA INTERNATIONAL, LTD.","CHICAGO","IL","60646-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000",,,,,,,,,,,,,,,"1177463.7875683988","1894700.6321038322","41.866389524","-87.623983133","POINT (-87.623983133077 41.866389523829)"
"1864103","100210228",,,"PERMIT - SIGNS","SIGN PERMIT","2007-11-26T00:00:00.000","2007-11-28T00:00:00.000","2","12900","S","METRON DR",,"SOUTH ELEVATION - ILLUMINATED LOGO","68.5","75","0","143.5","0","0","0","0","0","68.5","75","0","0","0","0","143.5","CONTRACTOR-ELECTRICAL","SURE LIGHT SERVICE CO.","ELGIN","IL","60123-5542","SIGN CONTRACTOR","SURE LIGHT SERVICE CO","ELGIN","IL","60123-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5000",,,,,,,,,,,,,,,,,,,
"1864003","100210179",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2007-11-05T00:00:00.000","2007-11-05T00:00:00.000","0","4001","N","RAVENSWOOD AVE",,"REPLACE 1 WALL MOUNTED HEATING/A.C. UNIT","155","0","0","155","0","0","0","0","0","155","0","0","0","0","0","155","BUILDING OWNER","FMHC","CHICAGO","IL","60631","CONTRACTOR-HEATING","DEPENDABLE BUILDING SERVICES.","BENSENVILLE","IL","60106-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
"1863875","100210073",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2007-11-02T00:00:00.000","2007-11-02T00:00:00.000","0","4001","N","RAVENSWOOD AVE",,"REPLACE EXISTING A/C UNIT WITH NEW UNIT. ONE BARD 5 TON A/C UNIT,AIR COOLED,SELF CONTAINED,ONE COMPRESSORS,R-22,WALL MOUNTED ON ROOF TELECOM SHELTER.","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","BUILDING OWNER","FMHC","CHICAGO","IL","60631","CONTRACTOR-REFRIGERATION","DEPENDABLE BUILDING SERVICES.","BENSENVILLE","IL","60106-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
"1857996","100206749",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-17T00:00:00.000","2007-10-23T00:00:00.000","6","2333","S","CICERO AVE",,"INSTALLATION OF (1) 30 AMP DUAL POLE BREAKER AND CIRCUITS IN EXISTING 200 AMP SERVICE PANEL","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","DIAMOND ELECTRIC COMP., INC.","CHICAGO","IL","60631-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",,,,,,,,,,,,,,,,,,,
"1867398","100212198",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-11-15T00:00:00.000","2007-11-15T00:00:00.000","0","11700","S","COTTAGE GROVE AVE",,"OCTOBER MAINTENANCE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","ELECTRICAL APPLICATIONS INC.","EVERGREEN PARK","IL","60805-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120",,,,,,,,,,,,,,,"1181539.9872167113","1827276.524550643","41.681277785","-87.611097883","POINT (-87.611097882716 41.681277785202)"
"1868215","100212673",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-11-19T00:00:00.000","2007-11-19T00:00:00.000","0","1661","W","WASECA PL",,"LOW VOLTAGE ALARM","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","BROADVIEW SECURITY INC","IRVING","TX","75063-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90",,"25-19-213-016",,,,,,,,,,,,,"1167048.5624264462","1829884.6422935207","41.688756025","-87.664070026","POINT (-87.664070026494 41.688756024762)"
"1865196","100210843",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2007-11-09T00:00:00.000","2007-11-26T00:00:00.000","17","2722","S","TROY ST",,"ALTERATIONS TO 2 STORY 2 DWELLING UNIT RESIDENCES AS PER PLANS.","1295","50","0","1345","0","0","0","0","0","1295","50","0","0","0","0","1345","OWNER OCCUPIED","DANIEL DIAZ","CHICAGO","IL","60623","ARCHITECT","BOEHM CHRISTOPHER G","CHICAGO","IL","60616","CONTRACTOR-ELECTRICAL","RUCCI & SON'S","CHICAGO","IL","60612","EXPEDITOR","ROONEY CONSULTING","CHICAGO","IL","60646-","CONTRACTOR-GENERAL CONTRACTOR","DOMICILE CONSTRUCTION, INC.","CHICAGO","IL","60657","CONTRACTOR-VENTILATION","ADVANCED HEATING & AIR","BROOKFIELD","IL","60513-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63000",,"16-25-303-028",,,,,,,,,,,,,"1155764.8860893045","1885643.547727575",,,
"1859478","100207606",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-22T00:00:00.000","2007-10-23T00:00:00.000","1","717","S","DESPLAINES ST",,"NOVEMBER MONTHLY MAINTENANCE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","TERRANCE ELECTRIC & TECHNOLOGY","BENSENVILLE","IL","60106-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2500",,,,,,,,,,,,,,,"1172074.1106853958","1897067.9930075584","41.873006236","-87.643699153","POINT (-87.643699153335 41.873006235785)"
"1862052","100209081",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-30T00:00:00.000","2007-10-30T00:00:00.000","0","1535","W","JUNEWAY TER",,"NEW 200 AMP. SERVICE","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","ROBERT MAY ELECTRIC","LINCOLNWOOD","IL","60712-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1800",,"11-29-102-006",,,,,,,,,,,,,"1164569.3742095325","1951360.2741082308","42.022149091","-87.669709137","POINT (-87.669709136765 42.022149090783)"
"1857448","100206351",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-16T00:00:00.000","2007-10-16T00:00:00.000","0","2430","N","ELSTON AVE",,"ADD 30 AMPS BREAKER TO RADIO COMMUNICATION (CELL SITE)","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","CHAVEZ ELECTRIC","CHICAGO","IL","60639-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500",,,,,,,,,,,,,,,"1162438.4480716658","1916174.26148323","41.925642301","-87.678540747","POINT (-87.678540747271 41.925642300736)"
"1867852","100212469",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-11-16T00:00:00.000","2007-11-16T00:00:00.000","0","4001","S","CICERO AVE",,"200 AMP SERVICE 1 METER, 30 OUTLETS","110","0","0","110","0","0","0","0","0","110","0","0","0","0","0","110","CONTRACTOR-ELECTRICAL","WILLIAM WARE","HARVEY","IL","60426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,"1145062.3687396355","1877758.1068679253","41.820570002","-87.743359764","POINT (-87.743359764154 41.820570002052)"
"1860513","100208220",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-24T00:00:00.000","2007-10-25T00:00:00.000","1","6034","W","MIAMI AVE",,"NEW 100 AMP PANEL, WATER GROUND, METER GROUND.","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","ELECTRICAL SERVICES GROUP INC.","NILES","IL","60714-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1800",,"13-05-127-028",,,,,,,,,,,,,"1134889.68063179","1939975.9400197146",,,
"1859397","100207541",,,"PERMIT - SIGNS","SIGN PERMIT","2007-11-08T00:00:00.000","2007-11-14T00:00:00.000","6","6600","S","COTTAGE GROVE AVE",,"8'-1"" X 8'-0"" DOUBLE FACE SIGN  WITH TENANT PANNELS","135","75","0","210","0","0","0","0","0","135","75","0","0","0","0","210","SIGN CONTRACTOR","AD DELUXE SIGN CO INC.","PLAINFIELD","IL","60585-","CONTRACTOR-ELECTRICAL","CAPITOL ELECTRIC CONSTRUCTION","CHICAGO","IL","60621-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5000",,"20-22-231-023",,,,,,,,,,,,,,,,,
"1860603","100208280",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-10-24T00:00:00.000","2007-10-25T00:00:00.000","1","5100","S","HYDE PARK BLVD",,"FIXTURE REPLACEMENT IN APPARTMENT 304, PARTIAL WIREING,18 EMERGENCY LIGHTS,AND BACKUP BATTERIES REPLACEMENT","70","0","0","70","0","0","0","0","0","70","0","0","0","0","0","70","CONTRACTOR-ELECTRICAL","AFFORDABLE CONSTRUCTION & ELEC","BRIDGEVIEW","IL","60455-","OWNER OCCUPIED","ANDY KALCUT","CHICAGO","IL","60615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5000",,"20-12-108-041",,,,,,,,,,,,,"1188188.24327616","1871490.515443934",,,
"1873605","100215458",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-12-07T00:00:00.000","2007-12-07T00:00:00.000","0","444","W","MERCHANDISE MART PLZ",,"AUDIOVISUAL SYSTEM (03-6753)","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","ADVENT SYSTEMS, INC.",,"IL","60126-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333570",,,,,,,,,,,,,,,,,,,
"1875232","100216259",,,"PERMIT - NEW CONSTRUCTION","TRADITIONAL DEVELOPER SERVICES","2007-12-13T00:00:00.000","2008-02-08T00:00:00.000","57","1701","E","57TH ST",,"CONSTRUCT 2-STORY HOME WITH ROOF DECK FOR USE AS FACILITATED EXHIBIT PER PLANS.  FOUNDATION PERMIT PREVIOUSLY ISSUES AS PERMIT 100217280.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.","0","0","0","0","0","0","0","0","732.2","732.2","225","0","225","0","957.2","957.2","ARCHITECT","REMICK JOSEPH L","OAKLAND","CA","94607-","CONTRACTOR-ELECTRICAL","MIDWEST INTERSTATE ELECTRIC","CHICAGO","IL","60622","CONTRACTOR-GENERAL CONTRACTOR","NORCON, INC.","CHICAGO","IL","60654-","CONTRACTOR-PLUMBER/PLUMBING","PL180789-C. J. ERICKSON PLUMBI","ALSIP","IL","60803-","CONTRACTOR-REFRIGERATION","MERCURY MECHANICAL","NORTHLAKE","IL","60164","CONTRACTOR-VENTILATION","MERCURY MECHANICAL","NORTHLAKE","IL","60164","OWNER","MUSEUM OF SCIENCE AND INDUSTRY","CHICAGO","IL","60637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800000",,,,,,,,,,,,,,,,,,,
