"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"60d1926c5f01ca1d36126401412d48d8585f76ab7de770230a60b1fc8288296eb75573f0d6a8ddca188c8234338c7e316e28b5c14c03491d55815c8c979292f5",,"2024-05-09T12:00:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-09T15:00:00.000","FOLLOWING TOO CLOSELY","FOLLOWING TOO CLOSELY","1300","S","CLINTON ST","124",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","5","41.865534678","-87.640813312","POINT (-87.64081331229 41.865534677771)"
"afe7b5e08deb0c35981e9e36024ef8128aa63458d2da183e1dfdaa0375846520c02bddf9e724e431e9dcba3c94e2ff1084ab033172f4970643a8e2722d53b5fb",,"2024-05-09T12:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-09T20:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","3832","W","DIVERSEY AVE","2523",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","5","5","41.931946009","-87.72344452","POINT (-87.723444520415 41.931946009148)"
"d4dfbb7cb4b8322efe037c2ec5c4249e9dfd85a7d828f15f0890c962bd8ab4f6bc013d3f907f45806e20c7d77208bb5a5cd86d1900fe82fb182547cbcbeb44bd",,"2024-05-09T12:00:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-05-09T14:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4443","W","CORTLAND ST","2533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","5","5","41.915095836","-87.738000732","POINT (-87.738000731784 41.915095835568)"
"12c5733148010a4ff0acf508342cb0e663ed113c5bd931f4322db0895ba21525877428014a19c8021f0df80fe915db85cbbf4216e22dbd6df92ee5c37f8f2f32",,"2024-05-09T11:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-09T12:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4645","N","ELSTON AVE","1722",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.965581752","-87.736245276","POINT (-87.736245276075 41.965581751902)"
"8322ebbe28048f5b7aa781d0c81958d6ca40d5fde9701289e168ccf76e380f67f722899bd4edee71216153715337035b35d0056dc6c0c405540e29edaf9abbee",,"2024-05-09T11:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y","Y","OVER $1,500","2024-05-09T12:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1101","W","JACKSON BLVD","1232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","5","41.877720207","-87.654690001","POINT (-87.654690001107 41.877720207181)"
"33badf7cd7bb571d465d468e105d260a6357ee69f2cab2074f645df954d62e8adc3e01b43ece66cfcc9b1b208bab1d9bcc6761bec6d728ecc86359c43e523edf",,"2024-05-09T11:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","N",,,"$501 - $1,500","2024-05-09T11:55:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1558","W","LAWRENCE AVE","2032",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.968985852","-87.669340159","POINT (-87.669340158676 41.968985852106)"
"6b502cd2e55ff8a4d4e4d8b34a7a4dddab908453d22ac179dac5c9c086748f3a3aafebabf4e0d67c73046848a9111f7dd79be051021dbff73addf79d91f1b605",,"2024-05-09T11:45:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","TURNING","ONE-WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T11:54:00.000","IMPROPER TURNING/NO SIGNAL","FAILING TO REDUCE SPEED TO AVOID CRASH","3615","W","SCHUBERT AVE","2524",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","5","5","41.929978637","-87.717753936","POINT (-87.71775393572 41.929978637148)"
"942dc5500e591015d5720c899384a54eb7f0ff7d6adf671c83cc3b18dc8cd7e566f5d512ce8f41bfde1f68c16862357c676df6814173f4ccc6db7d1051943934",,"2024-05-09T11:42:00.000","30","UNKNOWN","UNKNOWN","RAIN","UNKNOWN","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-05-09T12:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","100","W","RANDOLPH ST","122",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.884586267","-87.631010446","POINT (-87.631010445886 41.884586267155)"
"b7d6321f0ea69667cb6c397058ee805755accf7b41c78360d4a5776995af603970fa147e9765a5b6b4fcead12e43d10f0d80baacb0bbb44940fc2a65c687db89",,"2024-05-09T11:42:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-09T12:00:00.000","FOLLOWING TOO CLOSELY","FOLLOWING TOO CLOSELY","1050","W","79TH ST","612",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","5","5","41.750648619","-87.650922321","POINT (-87.650922320621 41.750648619335)"
"2e856bc7116a921149e940d960d8c7588e222e3f5d872c35973fc6353e558c376cf1750a0ee36e18840ce57da3d633f660013421055a3d930dac62fedbe8c7d7",,"2024-05-09T11:40:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-09T11:45:00.000","NOT APPLICABLE","FOLLOWING TOO CLOSELY","1316","W","18TH ST","1233",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.85801089","-87.659722033","POINT (-87.659722033075 41.858010890494)"
"6d5f78b899cc622efb68e1b937f6eafe0354e7b7b90d742a29a0d60be82b4969f94a39ba7023ab32927564db3b4f312949aa5b8d22fbeff8c932012633200341",,"2024-05-09T11:31:00.000","35","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","SIDESWIPE OPPOSITE DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-09T12:00:00.000","IMPROPER OVERTAKING/PASSING","UNABLE TO DETERMINE","10400","S","CALUMET AVE","512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.705377094","-87.615082406","POINT (-87.61508240572 41.705377093805)"
"27491d435cd77efec765848bb1f235f8ce384a29e0e94bb7bf0017397ca02bbfc5bd5c645b8f002e25702e0bed84cbf19eec97bbdf2da47a0d8e57fcdf702efd",,"2024-05-09T11:30:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-05-09T12:10:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4200","N","KIMBALL AVE","1723",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.957538433","-87.713175307","POINT (-87.713175306586 41.957538433114)"
"5dd3ca4d848b598ba5f9cf0516c4fb9b6dde2e0bae4e5c59779aed571ef78ff68444095f4e81313ae65d7e9a2c8166739e3fd3ced17040079b7815078cbdd350",,"2024-05-09T11:30:00.000","20","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-09T11:31:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3232","W","COLUMBUS AVE","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.749953702","-87.703494755","POINT (-87.703494754851 41.749953702331)"
"f705f8be2882d944a5b55c2a4da3f54aa992b5905aaaf12e8aaaa655862841ea2ed1a6ef5985e545b9a97d29a09bb55df0053e600fe7266773717231903692d3",,"2024-05-09T11:30:00.000","25","NO CONTROLS","UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-09T17:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","8216","S","CHAMPLAIN AVE","631",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","5","5","41.745191492","-87.608849908","POINT (-87.60884990815 41.745191492276)"
"204d9d42b3fe9318dc3dc3b5d2f45db3e128ddb3454628be48957ab2c55c25de772737868896d1587d74fbede713f68285b0ed0031def8e6f4a7a1e9c0294215",,"2024-05-09T11:22:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-09T11:32:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","1400","W","AUGUSTA BLVD","1213",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","11","5","5","41.899893848","-87.662628756","POINT (-87.6626287557 41.899893847802)"
"7dfa6c0921e5c61fe1f8d2fd9df36f00ed135c8fb28aff68de3823a49a55d751b02cf28701b5d97146611a9c7e3458e2ea465ccbc9c57e864c7b5afe32449181",,"2024-05-09T11:20:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS","TURNING","UNKNOWN INTERSECTION TYPE",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-09T11:39:00.000","NOT APPLICABLE","NOT APPLICABLE","6300","S","CENTRAL AVE","812",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.778004591","-87.761859355","POINT (-87.761859354734 41.778004590539)"
"96e35fbea879b138163710de07c4594ad9623c628d6b1347b5e46e705583410464aadfb06c0fdd987889c255ddfe935ebf90a429ea0e5f27b83bfa09b909f2e8",,"2024-05-09T11:13:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","N",,,"OVER $1,500","2024-05-09T11:14:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1705","W","18TH ST","1234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.857643161","-87.668913876","POINT (-87.668913875757 41.857643160617)"
"2c9d9896d0fb94dab7962cfea7eb02871fd61f73bf76d61b2206b49c771d2f91da98a029e0a4981aa3a68d96ba6c8ac488717b9a604575eb754d4f9a9a904763",,"2024-05-09T11:11:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T12:15:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3237","W","LAWRENCE AVE","1713",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.968326833","-87.709991069","POINT (-87.709991069367 41.968326833295)"
"ede36d3504fc6ecea5f197ddd6157b75713d332b17a2e8081e1b7b317599351cf65fa05a5eeeec305dea92936fe4dd9365a55a683967f53c0d593de461f0e8c8",,"2024-05-09T11:05:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-05-09T11:20:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5000","W","KINZIE ST","1532",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.887976628","-87.750500511","POINT (-87.750500511428 41.887976627509)"
"aa19d209a034c5160e66b0b56c01f2afaed3e9ea8295daeb06d23f1995c69f77af2eae5482d60d358fd523ac2bfaaca8dd855594049f899ab47e89f2ffd55d43",,"2024-05-09T11:04:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-09T11:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5889","N","RIDGE AVE","2013",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","11","5","5","41.988967272","-87.668558199","POINT (-87.668558198645 41.988967271531)"
"59bece3731bc927b4a48d1da0e81164b929ab4e7f9c576b7d1e52b0c6ebbf2add5d6ac8616dc21567a6ba659b818ed3e30cabb3e62e804cd73e0d1b6dbdbb136",,"2024-05-09T11:00:00.000","30","UNKNOWN","UNKNOWN","OTHER","UNKNOWN","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T11:27:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","567","W","LAKE ST","121",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.88559429","-87.642526004","POINT (-87.642526004419 41.885594289607)"
"607b047fa60e5908de8c2b104d945966878ce930125bb22d737d560c13907ec4f72d9968b8d53cbe45542befe9f2ba0806ad8f1cbd375df83d728d3b39cf7df2",,"2024-05-09T11:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT ON HILLCREST","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T11:05:00.000","UNABLE TO DETERMINE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","3212","E","106TH ST","431",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","5","5","41.702877071","-87.54592783","POINT (-87.545927830414 41.7028770707)"
"91f476d751141be882a564989f91158ccc564a62a794d4740fc8f77ac080b00b00d1b2aefc7a826861f7fdba2a9dfbbc1819083539cfa0652fccab242334c74e",,"2024-05-09T11:00:00.000","35","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","UNKNOWN",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T11:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2201","E","130TH ST","434",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","5","5","41.659077424","-87.570131895","POINT (-87.570131894868 41.659077424308)"
"b8f65672d70cb1a611a3d9fccf879a1d87381ba537c746b41aa12dedc549b91cb2f55b028bf721e4b6f8b10b3a9e40c8144451fc0d66831c4a6bcbbd88a98615",,"2024-05-09T10:56:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"CURVE, LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2024-05-09T11:02:00.000","IMPROPER OVERTAKING/PASSING","EQUIPMENT - VEHICLE CONDITION","9330","S","EWING AVE","432",,,,,,,"1","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","10","5","5","41.726689343","-87.540224573","POINT (-87.540224572802 41.726689342869)"
"eff4526cea4f180840fd54ef82b279e774af1836ad2c18409f2ee6d6f000907e34b7db1bef5ab8bcd752cf79701ab34eda9b58195d1eae98fe4954fd38ca3594",,"2024-05-09T10:50:00.000","30","STOP SIGN/FLASHER","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2024-05-09T10:50:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","UNABLE TO DETERMINE","901","W","WEED ST","1822",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","5","41.909702583","-87.651178804","POINT (-87.651178804169 41.909702583094)"
"4cb80512e7c6815f205e89d28d55104e8106ee239fffc2d557721cc572a5cc3cabb9328c3fd32c35cfcd38b6e502c48015601bb640deb6eae5a47590c71d5b8f",,"2024-05-09T10:45:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T12:18:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","5200","W","ADAMS ST","1522",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","5","41.878580261","-87.755128765","POINT (-87.755128764727 41.878580261395)"
"24cd4e682af53bc846029204b4ff12775cadd26fdafca0795741627e1d6c0c753d237ed5367603a089076bdd4f9f1aae55553fa2c3c6e789e7b8c557e403b832",,"2024-05-09T10:43:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","FIXED OBJECT","FOUR WAY",,"STRAIGHT AND LEVEL","WET","WORN SURFACE","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-09T10:43:00.000","IMPROPER LANE USAGE","UNABLE TO DETERMINE","4900","S","PULASKI RD","815",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","5","41.804110359","-87.723623414","POINT (-87.723623413779 41.804110358929)"
"fad51b7187683d34f87186f03c29b10edabce5e906f9621b72a6536c2ecbc6cfe3d8d6a70026b13eea5172af5d22b8eb0b1c5200b7b4968cb60cd555c40e6b62",,"2024-05-09T10:40:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","N",,,"$501 - $1,500","2024-05-09T10:48:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4300","S","RACINE AVE","924",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","5","41.815938831","-87.655478869","POINT (-87.655478868506 41.81593883068)"
"1e9fec19e5f5709c7f8442eade511521e58e057fd061ed8bffc8e54518a31314f07d41b325e8c8ec81b70036d68cf017d2c25b4ef374cee4b6dd13759caaf5ab",,"2024-05-09T10:30:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T10:45:00.000","IMPROPER LANE USAGE","NOT APPLICABLE","635","N","CLARK ST","1832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","5","41.893415629","-87.631024483","POINT (-87.631024483046 41.893415628815)"
"312df1413779c3e2e9b4f4d7027dc0d315992bf5ad9f2c0c7e24d3b1c44e98e8c7ec483e5b2bce7a2b845b30798f8529f97d1d17ab65b8787c42225b107286a5",,"2024-05-09T10:23:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-09T10:24:00.000","NOT APPLICABLE","NOT APPLICABLE","1955","N","KILPATRICK AVE","2533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","10","5","5","41.916801642","-87.743540013","POINT (-87.743540013308 41.91680164235)"
"1d51f3a90188d714ca7ef0fba2bf4520cb1834478670f4647fda4ef50c7f7c53a5769c387c2c661213a04f09a5794f133e0955ad73ebbdec04bcf4f0279da503",,"2024-05-09T10:17:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-09T10:21:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","1700","N","OAK PARK AVE","2513",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","5","41.910927918","-87.794995386","POINT (-87.79499538644 41.910927918485)"
"23bfb4fd85cd45867801efcec76196a9072f576d28c85fdbb190dc7c1f8cdf29741211471912e542c9fcf4e3839c55b663cdbc46fdc984ccea6e32256a32f5ad",,"2024-05-09T10:13:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-09T10:35:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER LANE USAGE","658","S","CICERO AVE","1533",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","5","41.872082139","-87.745079535","POINT (-87.745079535402 41.87208213885)"
"0e391d099f5567822c540760e96b61457cede373a8468b1e17bc86617d58c5dafc4eeb483228553fd3f2f651cd9cb90619fc34bb2aea34df859503192063ff12","Y","2024-05-09T10:05:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-05-09T10:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6828","S","EMERALD AVE","723",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","5","41.769795422","-87.643331344","POINT (-87.643331343514 41.769795421968)"
"ab95770f1a51676ebf7603a7dbf700ed48c37aba9e33e7a6e5b78a74775c1e2adcbe8ae2ab8f497b7219264dc4b537c132cb677eedaf68275b3551689b9f7c0f",,"2024-05-09T10:00:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-09T10:10:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1049","W","WEBSTER AVE","1811",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","10","5","5","41.921597736","-87.655432118","POINT (-87.655432117595 41.921597736105)"
"da31056df520a8e10b7b4fed873c8554e17d42ea975f82c8669f7f43b14c97eb6a7053253da0d5498fca303c9b7abd2f8d3434dd5bc0e7f84a7a822c22180666",,"2024-05-09T10:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-09T12:35:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","400","N","COLUMBUS DR","1834",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","5","5","41.888647771","-87.620684211","POINT (-87.620684210541 41.888647771265)"
"ae28168f337ccf5417dd2ab7fe9daade09a4f8a30c204f8941a815730ae3ecee9e2c7b3df26376ea64ec411b3720b6ff102b098f1c456333f8f8713822e6d28f",,"2024-05-09T09:50:00.000","40","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","T-INTERSECTION",,"CURVE, LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2024-05-09T09:52:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5701","S","LAKE SHORE DR","331",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","9","5","5","41.791497853","-87.579873342","POINT (-87.579873341626 41.791497853446)"
