"vehicle_type","public_vehicle_number","status","vehicle_make","vehicle_model","vehicle_model_year","vehicle_color","vehicle_fuel_source","wheelchair_accessible","company_name","address","city","state","zip_code","taxi_affiliation","taxi_medallion_license_management","record_id"
"Ambulance","289215","ACTIVE","FORD","TRANSIT","2019","WHITE","Gasoline","N","FREEDOM EMS LLC","612 S. EDGEWATER LN.","SHOREWOOD","IL","60404",,,"289215Ambulance"
"Livery","70464","ACTIVE","LINCOLN","NAVIGATOR L","2024","BLACK","Gasoline","N","EMPEROR LIMO LLC","6354 N. LEROY AVE.","CHICAGO","IL","60646",,,"70464Livery"
"Livery","70465","ACTIVE","FORD","EXPEDITION PLATINUM","2024","BLACK","Gasoline","N","SAED MOHAMED JIBRIL","5559 N. CALIFORNIA AVE.","CHICAGO","IL","60625",,,"70465Livery"
"Livery","9699","ACTIVE","LINCOLN","NAVIGATOR L","2022","BLACK","Gasoline","N","GULLED LIMO SERVICE  INC.","2460 W. PETERSON AVE.","CHICAGO","IL","60659",,,"9699Livery"
"Charter Sightseeing","162004","INACTIVE","CHEVROLET","CUTAWAY","2013","BLACK","Gasoline","N","ANN-ETHE SERVICES LLC","10447 S. GREEN ST.","CHICAGO","IL","60643",,,"162004Charter Sightseeing"
"Livery","8182","ACTIVE","LINCOLN","CONTINENTAL","2019","BLACK","Gasoline","N","BLACK TIE LIMOUSINE INC","3819 N. LARAMIE AVE.","CHICAGO","IL","60641",,,"8182Livery"
"Taxi","6588","VIOLATION","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","ARIANA TRANS,  INC.","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","6588Taxi"
"Charter Sightseeing","9796","INACTIVE","FORD","F650","2006","BLACK","Gasoline","N","JKS LIMOUSINES LLC.","120 W. MADISON ST.","CHICAGO","IL","60602",,,"9796Charter Sightseeing"
"Charter Sightseeing","20021","RESERVED","FORD","TRANSIT","2018","BLACK","Gasoline","N","EMPIRE LIMOUSINE INC","5320 W. LAWRENCE AVE.","CHICAGO","IL","60630",,,"20021Charter Sightseeing"
"Taxi","2462","ACTIVE","TOYOTA","SIENNA","2020","WHITE","Gasoline","Y","PARK WEST EXPRESS INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","2462Taxi"
"Taxi","3933","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","CHICAGO SEVEN CAB INC","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","3933Taxi"
"Medicar","8939","VIOLATION","FORD","TRANSIT","2017","WHITE","Flex Fuel","N","ELITE MEDICAL TRANSPORTATION LLC","11551  184TH PL.","ORLAND PARK","IL","60467",,,"8939Medicar"
"Medicar","20582","RESERVED","TOYOTA","CAMRY","2015","SILVER","Gasoline","N","SEYI, LLC","4836 S. EVANS AVE.","CHICAGO","IL","60615",,,"20582Medicar"
"Livery","70466","ACTIVE","TESLA","Y","2023","BLACK","Gasoline","N","CALBAY LIMO LLC","11150 S. KEDZIE AVE.","CHICAGO","IL","60655",,,"70466Livery"
"Livery","8320","ACTIVE","GMC","YUKON","2018","BLACK","Gasoline","N","CHICAGO LIMO ZONE INC","6104 N. OAKLEY AVE.","CHICAGO","IL","60659",,,"8320Livery"
"Taxi","4677","FORECLOSURE","TOYOTA","PRIUS","2014","GREEN","Hybrid","N","NECT 1, INC.","6500 N. WESTERN AVE.","CHICAGO","IL","60645","TAXI TOWN AFFILIATION LLC","Medallion Leasing and Management, Inc.","4677Taxi"
"Livery","7823","ACTIVE","TESLA","X","2022","BLACK","Gasoline","N","TAMILA LEGKA","2140 W. OHIO ST.","CHICAGO","IL","60612",,,"7823Livery"
"Ambulance","721406","ACTIVE","FORD","TRANSIT","2021","YELLOW","Gasoline","N","SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.","395 W. LAKE ST.","ELMHURST","IL","60126",,,"721406Ambulance"
"Livery","7192","VIOLATION","CHEVROLET","SUBURBAN","2018","BLACK","Gasoline","N","CHICAGO LIMOUSINE INC.","5224 N. PITTSBURGH AVE.","CHICAGO","IL","60656",,,"7192Livery"
"Medicar","17239","INACTIVE","FORD","FUSION","2016","WHITE","Gasoline","N","SECURE TRANSPORTATION COMPANY OF ILLINOIS LLC","318 W. ADAMS ST.","CHICAGO","IL","60606",,,"17239Medicar"
"Taxi","4657","ACTIVE","TOYOTA","CAMRY","2014","YELLOW","Hybrid","N","URBAN RITE INC.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner-Operator","4657Taxi"
"Taxi","5104","ACTIVE","TOYOTA","CAMRY","2015","WHITE","Hybrid","N","BANDER KASSIM LLC","4311 N. KEYSTONE AVE.","CHICAGO","IL","60641","Flash Cab Co","Owner-Operator","5104Taxi"
"Charter Sightseeing","14844","INACTIVE","FORD","TRANSIT","2018","BLACK","Gasoline","N","JUAN M. ESCOBAR","3549 W. 61ST ST.","CHICAGO","IL","60629",,,"14844Charter Sightseeing"
"Taxi","250","VIOLATION","VPG","MV-1","2012","WHITE","Compressed Natural Gas","Y","GALA CAB CORP.","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","250Taxi"
"Livery","7424","VIOLATION","GMC","YUKON","2019","BLACK","Gasoline","N","VITYAZ' LIMO INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"7424Livery"
"Ambulance","5544","INACTIVE","FORD","E350","2002","WHITE","Gasoline","N","MIDWEST MEDICAL SERVICE, INC.","5567 N. ELSTON AVE.","CHICAGO","IL","60630",,,"5544Ambulance"
"Ambulance","142802","RESERVED","FORD","E350","2008","YELLOW","Gasoline","N","FIRST CALL AMBULANCE SERVICE INC","1900 N. AUSTIN AVE.","CHICAGO","IL","60639",,,"142802Ambulance"
"Livery","70467","ACTIVE","LINCOLN","CORSAIR","2023","BLACK","Gasoline","N","ATAI INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"70467Livery"
"Livery","7715","ACTIVE","CADILLAC","XTS","2024","BLACK","Gasoline","N","CAREY LIMOUSINE CHICAGO INC","6321 N. AVONDALE AVE.","CHICAGO","IL","60631",,,"7715Livery"
"Taxi","3754","ACTIVE","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","YAHOWA CAB CO","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","3754Taxi"
"Medicar","2809","INACTIVE","FORD","E150","2010","WHITE","Gasoline","N","MIDWEST MEDICAL SERVICE, INC.","5567 N. ELSTON AVE.","CHICAGO","IL","60630",,,"2809Medicar"
"Livery","9069","ACTIVE","CHEVROLET","SUBURBAN","2021","BLACK","Gasoline","N","TANHA CORP.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"9069Livery"
"Taxi","2504","VIOLATION","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","AUSTIN FAMILY TAXI CORP","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","2504Taxi"
"Taxi","1668","VIOLATION","TOYOTA","PRIUS","2013","WHITE","Hybrid","N","SITARA INC.","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","1668Taxi"
"Charter Sightseeing","20888","INACTIVE","MERCEDES","SPRINTER","2014","BLACK","Gasoline","N","LOUIE TRANSPORTATION INC.","4212 N. KEYSTONE AVE.","CHICAGO","IL","60641",,,"20888Charter Sightseeing"
"Taxi","1290","ACTIVE","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","DANIEL T. EGUALE","3128 W. FARGO AVE.","CHICAGO","IL","60645","Independent1","Owner-Operator","1290Taxi"
"Livery","8583","RESERVED","LINCOLN","CORSAIR","2022","BLACK","Gasoline","N","CHIRAQ LIMOUSINE INC","380 E. 71ST ST.","CHICAGO","IL","60619",,,"8583Livery"
"Livery","7197","ACTIVE","CHEVROLET","SUBURBAN","2020","BLACK","Gasoline","N","ELEGANT TRANS INC.","5454 N. KENMORE AVE.","CHICAGO","IL","60640",,,"7197Livery"
"Taxi","5677","ACTIVE","TOYOTA","RAV4","2020","ORANGE","Hybrid","N","MORAN TAXI INC","4301 W. MONTROSE AVE.","CHICAGO","IL","60641","WOLLEY TAXI","Owner Manager","5677Taxi"
"Livery","8185","ACTIVE","FORD","EXPEDITION","2023","BLACK","Gasoline","N","D M LIMO INC.","380 E. 71ST ST.","CHICAGO","IL","60619",,,"8185Livery"
"Taxi","4676","ACTIVE","TOYOTA","SIENNA","2019","WHITE","Gasoline","Y","ARIO CAB INC.","4118 W. LAWRENCE AVE.","CHICAGO","IL","60630","Globe Taxi Association Inc","Owner-Operator","4676Taxi"
"Medicar","8237","INACTIVE","FORD","T150","2016","WHITE","Gasoline","N","SECURE TRANSPORTATION COMPANY OF ILLINOIS LLC","318 W. ADAMS ST.","CHICAGO","IL","60606",,,"8237Medicar"
"Ambulance","872521","INACTIVE","FORD","E350","2013","WHITE","Gasoline","N","1ST RESPONSE EMS INC.","6027 S. WENTWORTH AVE.","CHICAGO","IL","60621",,,"872521Ambulance"
"Charter Sightseeing","11808","INACTIVE","LINCOLN","NAVIGATOR","2008","WHITE","Gasoline","N","BIG DOG LIMOUSINE SERVICES INC.","9514 W. LAWRENCE AVE.","SCHILLER PARK","IL","60176",,,"11808Charter Sightseeing"
"Taxi","3343","ACTIVE","TOYOTA","CAMRY","2017","BLUE/WHITE","Hybrid","N","SENBEL INC.","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Owner Manager","3343Taxi"
"Ambulance","721419","ACTIVE","FORD","TRANSIT","2021","YELLOW","Gasoline","N","SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.","395 W. LAKE ST.","ELMHURST","IL","60126",,,"721419Ambulance"
"Taxi","4169","VIOLATION","TOYOTA","CAMRY","2012","WHITE","Hybrid","N","DENBENA INC","6550 N. CLARK ST.","CHICAGO","IL","60626","DIS-AFFILIATED","Owner Manager","4169Taxi"
"Livery","70702","ACTIVE","LINCOLN","NAVIGATOR L","2024","BLACK","Gasoline","N","GUANGMING ZHAI","2615 S. THROOP ST.","CHICAGO","IL","60608",,,"70702Livery"
"Medicar","17240","INACTIVE","FORD","FUSION","2016","WHITE","Gasoline","N","SECURE TRANSPORTATION COMPANY OF ILLINOIS LLC","318 W. ADAMS ST.","CHICAGO","IL","60606",,,"17240Medicar"
"Taxi","6920","ACTIVE","TOYOTA","CAMRY","2014","WHITE/BLUE","Hybrid","N","6920 CAB CO.","5136 N. WESTERN AVE.","CHICAGO","IL","60625","Peace Taxi Assoc Inc","Owner Manager","6920Taxi"
"Livery","8847","ACTIVE","GMC","YUKON","2020","BLACK","Gasoline","N","LUCKY LIVERY INC","5905 S. KEDZIE AVE.","CHICAGO","IL","60629",,,"8847Livery"
"Ambulance","895538","INACTIVE","FORD","E350","2015","WHITE","Gasoline","N","MEDICAL EXPRESS AMBULANCE SERV","5650 W. HOWARD ST.","SKOKIE","IL","60077",,,"895538Ambulance"
"Livery","8084","ACTIVE","LEXUS","ES 250","2022","BLACK","Gasoline","N","RIBA 6, INC","1924 W. MONTROSE AVE.","CHICAGO","IL","60613",,,"8084Livery"
"Taxi","6083","ACTIVE","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","ALL BARAKA TRANS INC","5061 W. WINDSOR AVE.","CHICAGO","IL","60630","Independent1","Owner-Operator","6083Taxi"
"Taxi","667","ACTIVE","HONDA","CRV","2020","RED","Hybrid","N","ATKRA INC","7405 N. WESTERN AVE.","CHICAGO","IL","60645","Independent1","Owner-Operator","667Taxi"
"Taxi","6652","SURRENDER","TOYOTA","CAMRY","2016","WHITE","Hybrid","N","BHUIYA CORP","2601 W. PETERSON AVE.","CHICAGO","IL","60659","City Service Taxi Association","Owner-Operator","6652Taxi"
"Charter Sightseeing","23140","ACTIVE","FREIGHLINE","M2","2014","WHITE","Gasoline","N","AVITAL PARTY BUS LLC","5455 N. SHERIDAN RD.","CHICAGO","IL","60640",,,"23140Charter Sightseeing"
"Taxi","2143","ACTIVE","TOYOTA","PRIUS","2015","GRAY","Hybrid","N","RAJI INC","5765 N. LINCOLN AVE.","CHICAGO","IL","60659","Independent1","Owner-Operator","2143Taxi"
"Medicar","9382","VIOLATION","VOLKSWAGEN","PASSAT","2020","SILVER","Gasoline","N","SAFE JOURNEY 4 U LLC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"9382Medicar"
"Taxi","5581","ACTIVE","TOYOTA","PRIUS","2013","WHITE","Hybrid","N","AMRIT CAB CO.","4118 W. LAWRENCE AVE.","CHICAGO","IL","60630","Globe Taxi Association Inc","Owner Manager","5581Taxi"
"Livery","9252","ACTIVE","BMW","530IX","2020","BLACK","Gasoline","N","MUHAMMAD TALHA","6244 N. MOZART ST.","CHICAGO","IL","60659",,,"9252Livery"
"Livery","7316","RESERVED","LINCOLN","NAVIGATOR","2016","BLACK","Gasoline","N","SAFRI INTERNATIONAL INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"7316Livery"
"Ambulance","4873","INACTIVE",,,,,"Gasoline","N","TOWER AMBULANCE","5567 N. ELSTON AVE.","CHICAGO","IL","60630",,,"4873Ambulance"
"Charter Sightseeing","23972","ACTIVE","FREIGHLINE","M2","2012","BLACK","Gasoline","N","AVITAL PARTY BUS LLC","5455 N. SHERIDAN RD.","CHICAGO","IL","60640",,,"23972Charter Sightseeing"
"Livery","9825","ACTIVE","GMC","YUKON","2021","BLACK","Gasoline","N","RLAW SOLUTIONS LLC","6834 S. JEFFERY BLVD.","CHICAGO","IL","60649",,,"9825Livery"
"Taxi","3248","ACTIVE","TOYOTA","COROLLA","2015","BLACK","Hybrid","N","NISHAN TAXI CORP","6537 N. HOYNE AVE.","CHICAGO","IL","60645","Independent1","Owner Manager","3248Taxi"
"Taxi","2862","VIOLATION","NISSAN","ALTIMA","2011","WHITE","Hybrid","N","PIREAS TAXI CORP.","4536 N. ELSTON AVE.","CHICAGO","IL","60630","DIS-AFFILIATED","Owner Manager","2862Taxi"
"Livery","8905","ACTIVE","CHEVROLET","SUBURBAN","2022","BLACK","Gasoline","N","QIUQI LIN LIMO CORP.","3321 W. 38TH PL.","CHICAGO","IL","60632",,,"8905Livery"
"Charter Sightseeing","23974","ACTIVE","FREIGHLINE","CHASSIS","2008","WHITE","Gasoline","N","AVITAL PARTY BUS LLC","5455 N. SHERIDAN RD.","CHICAGO","IL","60640",,,"23974Charter Sightseeing"
"Medicar","21431","INACTIVE","HONDA","ODYSSEY","2007","BLUE","Gasoline","N","UPFRONT TRANSPORTATION LLC","1 E. ERIE ST.","CHICAGO","IL","60611",,,"21431Medicar"
"Livery","9098","ACTIVE","FORD","EXPEDITION","2022","BLACK","Gasoline","N","CHICAGO COACHWORKS, LLC","6452 N. GLENWOOD AVE.","CHICAGO","IL","60626",,,"9098Livery"
"Livery","8829","ACTIVE","FORD","EXPEDITION","2023","BLACK","Gasoline","N","ALL AMERICAN LIMOUSINE INC","9536 W. FOSTER AVE.","CHICAGO","IL","60656",,,"8829Livery"
"Ambulance","5495","INACTIVE","FORD","VAN","1999",,"Gasoline","N","ATI VANDENBERG AMBULANCE, INC.","8400 W. 183RD ST.","TINLEY PARK","IL","60477",,,"5495Ambulance"
"Livery","8161","ACTIVE","CHEVROLET","SUBURBAN","2020","BLACK","Gasoline","N","LUCKY LIVERY INC","5905 S. KEDZIE AVE.","CHICAGO","IL","60629",,,"8161Livery"
"Livery","9128","ACTIVE","LINCOLN","NAVIGATOR L","2022","BLACK","Gasoline","N","AAAM LIMOUSINE INC","4116 W. BELMONT AVE.","CHICAGO","IL","60641",,,"9128Livery"
"Pedicab","142","ACTIVE","VIP","VIP","2018","BLUE/WHITE","Pedal","N","PEDICAB RIDE GUYS LLC","1919 S. MICHIGAN AVE. AVE.","CHICAGO","IL","60616",,,"142Pedicab"
"Livery","70468","ACTIVE","MERCEDES","E450","2019","BLACK","Gasoline","N","JORDAN FIRST INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"70468Livery"
"Livery","70469","ACTIVE","FORD","EXPEDITION","2024","BLACK","Gasoline","N","312 PREMIER INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"70469Livery"
"Charter Sightseeing","22975","RESERVED","FREIGHLINE","TROLLEY","2004","RED/GREEN","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22975Charter Sightseeing"
"Livery","70359","ACTIVE","TESLA","MODEL Y","2023","BLACK","Gasoline","N","METIS LOGISTICS LIMITED","7383 N. WINCHESTER AVE.","CHICAGO","IL","60626",,,"70359Livery"
"Livery","9617","ACTIVE","LINCOLN","NAVIGATOR L","2022","BLACK","Gasoline","N","ASH TRAVELLERS, INC","4116 W. BELMONT AVE.","CHICAGO","IL","60641",,,"9617Livery"
"Livery","7172","ACTIVE","CHEVROLET","SUBURBAN","2016","BLACK","Gasoline","N","LINKTRADE LTD","1775 W. HIGHLAND AVE.","CHICAGO","IL","60660",,,"7172Livery"
"Ambulance","726804","RESERVED","FORD","E350","2010","WHITE","Gasoline","N","ELITE MEDICAL TRANSPORTATION LLC","11551  184TH PL.","ORLAND PARK","IL","60467",,,"726804Ambulance"
"Ambulance","895570","INACTIVE","FORD","E350","2016","WHITE","Gasoline","N","MEDICAL EXPRESS AMBULANCE SERV","5650 W. HOWARD ST.","SKOKIE","IL","60077",,,"895570Ambulance"
"Taxi","333","SURRENDER","VPG","MV-1","2014","GREEN","Gasoline","Y","LIBRA TAXI INC","6500 N. WESTERN AVE.","CHICAGO","IL","60645","TAXI TOWN AFFILIATION LLC","Medallion Leasing and Management, Inc.","333Taxi"
"Taxi","1338","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","KILLER DOG CAB CORP","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","1338Taxi"
"Taxi","1428","VIOLATION","TOYOTA","CAMRY","2017","YELLOW","Hybrid","N","TAXI 4 YOU INC","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner Manager","1428Taxi"
"Taxi","477","FORECLOSURE","VPG","MV-1","2014","GREEN","Gasoline","Y","LIBRA TAXI INC","6500 N. WESTERN AVE.","CHICAGO","IL","60645","TAXI TOWN AFFILIATION LLC","Medallion Leasing and Management, Inc.","477Taxi"
"Livery","70496","ACTIVE","LINCOLN","NAVIGATOR L","2024","BLACK","Gasoline","N","SUFI LIMO SERVICES LLC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"70496Livery"
"Livery","8345","ACTIVE","LINCOLN","NAVIGATOR","2022","BLACK","Gasoline","N","ASH TRAVELLERS, INC","4116 W. BELMONT AVE.","CHICAGO","IL","60641",,,"8345Livery"
"Taxi","2568","VIOLATION","NISSAN","ALTIMA","2011","WHITE","Hybrid","N","MCCAB III CORP.","5136 N. WESTERN AVE.","CHICAGO","IL","60625","DIS-AFFILIATED","Owner Manager","2568Taxi"
"Ambulance","721464","ACTIVE","FORD","TRANSIT","2021","YELLOW","Gasoline","N","SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.","395 W. LAKE ST.","ELMHURST","IL","60126",,,"721464Ambulance"
"Medicar","22735","INACTIVE","TOYOTA","SIENNA","2004","GOLD","Gasoline","N","SEVEN SECRETS CORPORATION","3440 S. COTTAGE GROVE AVE.","CHICAGO","IL","60616",,,"22735Medicar"
"Charter Sightseeing","22978","ACTIVE","CADILLAC","TROLLEY","1997","ORANGE","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22978Charter Sightseeing"
"Taxi","256","VIOLATION","VPG","MV-1","2012","WHITE","Compressed Natural Gas","N","MEDALLION FUNDING CHICAGO CORP V","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","256Taxi"
"Taxi","1810","ACTIVE","TOYOTA","CAMRY","2017","WHITE","Hybrid","N","RUBEN TRANS INC.","5415 N. SHERIDAN RD.","CHICAGO","IL","60640","Independent1","Owner-Operator","1810Taxi"
"Taxi","5893","ACTIVE","TOYOTA","PRIUS","2015","YELLOW","Hybrid","N","TAXI MEDALLION GROUP LLC SERIES III","4175 N. ELSTON AVE.","CHICAGO","IL","60618","Yellow Cab Association","Owner Manager","5893Taxi"
"Livery","70470","ACTIVE","FORD","EXPEDITION","2021","BLACK","Gasoline","N","WALEIVAN CORPORATION","1645 W. FARWELL AVE.","CHICAGO","IL","60626",,,"70470Livery"
"Taxi","2590","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","CASABLANCA CAB CORP.","2617 S. WABASH AVE.","CHICAGO","IL","60616","DIS-AFFILIATED","Owner Manager","2590Taxi"
"Livery","9148","ACTIVE","LINCOLN","AVIATOR","2023","BLACK","Gasoline","N","JOEL OKE","4350 W. FORD CITY DR.","CHICAGO","IL","60652",,,"9148Livery"
"Livery","8917","ACTIVE","LINCOLN","CONTINENTAL","2020","BLACK","Gasoline","N","AMIRA 1 INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8917Livery"
"Ambulance","5687","INACTIVE","CHEVROLET","EXPRESS","2010","WHITE","Gasoline","N","MEDICAL EXPRESS AMBULANCE SERV","5650 W. HOWARD ST.","SKOKIE","IL","60077",,,"5687Ambulance"
"Medicar","9510","ACTIVE","CHRYSLER","TOWN AND COUNTRY","2012","GRAY","Gasoline","N","FREDERICK HAMILTON","1311 W. ROOSEVELT RD.","CHICAGO","IL","60608",,,"9510Medicar"
"Charter Sightseeing","21924","ACTIVE","FORD","E350","2013","BLACK","Gasoline","N","FELLOWSHIP FLEET, LLC","47 W. POLK ST.","CHICAGO","IL","60605",,,"21924Charter Sightseeing"
"Charter Sightseeing","12025","INACTIVE","MERCEDES","SPRINTER","2015","BLACK","Bio-Diesel","N","O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2","4610 N. CLARK ST.","CHICAGO","IL","60640",,,"12025Charter Sightseeing"
"Taxi","2586","VIOLATION","NISSAN","ALTIMA","2011","WHITE","Hybrid","N","MCCAB III CORP.","5136 N. WESTERN AVE.","CHICAGO","IL","60625","DIS-AFFILIATED","Owner Manager","2586Taxi"
"Taxi","4458","ACTIVE","KIA","SOUL","2016","YELLOW","Gasoline","N","ROBLES CORP","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner-Operator","4458Taxi"
"Taxi","5878","ACTIVE","TOYOTA","PRIUS","2015","WHITE","Hybrid","N","CHICAGO M & R CORP.","6500 N. RIDGE BLVD.","CHICAGO","IL","60626","Independent1","Owner-Operator","5878Taxi"
"Ambulance","5490","INACTIVE","FORD","E350","2010","WHITE/BLUE","Gasoline","N","AMBULANCE TRANSPORTATION INC","8400 W. 183RD PL.","TINLEY PARK","IL","60487",,,"5490Ambulance"
"Taxi","2537","VIOLATION","TOYOTA","CAMRY","2010","WHITE","Hybrid","N","SPHAN RIDE INC.","5136 N. WESTERN AVE.","CHICAGO","IL","60625","DIS-AFFILIATED","Owner Manager","2537Taxi"
"Taxi","5972","SURRENDER","TOYOTA","PRIUS","2013","WHITE","Hybrid","N","BAZZI CAB COMPANY","2601 W. PETERSON AVE.","CHICAGO","IL","60659","DIS-AFFILIATED","Owner Manager","5972Taxi"
"Taxi","3920","ACTIVE","TOYOTA","CAMRY","2013","BLUE/WHITE","Hybrid","N","G & A CAB CORP","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Sun Financial Services, Inc.","3920Taxi"
"Livery","70471","ACTIVE","CADILLAC","XT6","2023","BLACK","Gasoline","N","POSH ARRIVALS LLC","506 W. 115TH ST.","CHICAGO","IL","60628",,,"70471Livery"
"Taxi","3472","ACTIVE","TOYOTA","CAMRY","2013","BLUE/WHITE","Hybrid","N","BIG M CAB CO","4020 W. GLENLAKE AVE.","CHICAGO","IL","60646","Koam Taxi Association","Owner Manager","3472Taxi"
"Taxi","146","SURRENDER","TOYOTA","PRIUS","2013","GRAY/WHITE","Hybrid","N","SABINA CAB INC.","6047 N. PAULINA ST.","CHICAGO","IL","60660","Independent1","Owner-Operator","146Taxi"
"Medicar","23555","ACTIVE","HONDA","ODYSSEY","2007","SILVER/GRAY","Gasoline","N","WISEGUYS TRANSPORTATION SERVICES LLC","7128 S. COLES AVE.","CHICAGO","IL","60649",,,"23555Medicar"
"Livery","9029","ACTIVE","CHRYSLER","300","2022","BLACK","Gasoline","N","GALAXY LIMOUSINE, INC.","8745 W. HIGGINS RD.","CHICAGO","IL","60631",,,"9029Livery"
"Livery","70452","ACTIVE","TESLA","Y","2023","BLACK","Gasoline","N","CENTRAL ASIA INC.","6134 N. CAMPBELL AVE.","CHICAGO","IL","60659",,,"70452Livery"
"Taxi","2583","ACTIVE","TOYOTA","RAV4","2018","YELLOW","Gasoline","N","URASI INC","1229 E. 53RD ST.","CHICAGO","IL","60615","Yellow Cab Association","Owner Manager","2583Taxi"
"Charter Sightseeing","13009","INACTIVE","FREIGHLINE","M2 106","2016","BLACK","Diesel","N","JKS LIMOUSINES LLC.","120 W. MADISON ST.","CHICAGO","IL","60602",,,"13009Charter Sightseeing"
"Ambulance","5722","RESERVED","FORD","E350","2010","WHITE","Gasoline","N","LIFELINE AMBULANCE, LLC","3737  CHASE AVE.","SKOKIE","IL","60076",,,"5722Ambulance"
"Medicar","8454","INACTIVE","FORD","E250","2011","WHITE","Gasoline","N","SCR MEDICAL TRANSPORTATION, INC.","8801 S. GREENWOOD AVE.","CHICAGO","IL","60619",,,"8454Medicar"
"Livery","9484","ACTIVE","FORD","EXPEDITION","2024","BLACK","Gasoline","N","D M LIMO INC.","380 E. 71ST ST.","CHICAGO","IL","60619",,,"9484Livery"
"Taxi","1065","SURRENDER","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","HAZARA CAB COMPANY","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner-Operator","1065Taxi"
"Taxi","1632","ACTIVE","TOYOTA","SIENNA","2022","WHITE","Gasoline","Y","TIMIMOUN CORPORATION","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","1632Taxi"
"Livery","8217","ACTIVE","LINCOLN","NAVIGATOR L","2023","BLACK","Gasoline","N","D M LIMO INC.","380 E. 71ST ST.","CHICAGO","IL","60619",,,"8217Livery"
"Livery","7294","ACTIVE","LINCOLN","NAUTILUS","2022","BLACK","Gasoline","N","HS SEVEN HILLS CO.INC.","7221 W. SUMMERDALE AVE.","CHICAGO","IL","60656",,,"7294Livery"
"Taxi","4409","VIOLATION","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","JAPHETH & JARED INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","4409Taxi"
"Taxi","5289","VIOLATION","TOYOTA","CAMRY","2015","WHITE","Hybrid","N","SUAD & DEAN INC","6550 N. CLARK ST.","CHICAGO","IL","60626","DIS-AFFILIATED","Owner-Operator","5289Taxi"
"Livery","8551","ACTIVE","LINCOLN","AVIATOR","2023","BLACK","Gasoline","N","GILGIT HK INC","6456 N. MOZART ST.","CHICAGO","IL","60645",,,"8551Livery"
"Taxi","3694","VIOLATION","TOYOTA","PRIUS","2014","WHITE","Hybrid","N","LINCOLNSHIRE SERVICE CORP.","3801 N. ELSTON AVE.","CHICAGO","IL","60618","EXPIRED AFFILIATION","Owner Manager","3694Taxi"
